DateKey,ModelKey,MetricName,MetricValue,MetricGoal,IsBreach,PSIDriftScore,PredictionVolume,P95LatencyMs,FeatureNullPct,TrainingDataAgeDays,ModelVersion
20250909,6,Precision,0.7522,0.71,0,0.0960,78,60,0.588,2,2.0.0
20250910,1,MAPE,9.8215,12.00,0,0.0654,101,223,0.221,4,2.3.0
20250910,2,NDCG@5,0.8451,0.82,0,0.0220,828,37,0.379,4,3.1.0
20250910,3,QuoteAcceptRate,0.6506,0.62,0,0.0956,187,54,0.452,6,1.6.0
20250910,4,RMSEMins,12.3645,14.00,0,0.0252,158,44,0.545,6,1.4.0
20250910,5,AUC,0.8275,0.79,0,0.1072,65,137,0.346,5,1.2.0
20250910,6,Precision,0.7422,0.71,0,0.1001,72,62,0.265,3,2.0.0
20250911,1,MAPE,9.1811,12.00,0,0.0660,122,179,0.575,5,2.3.0
20250911,2,NDCG@5,0.8663,0.82,0,0.0678,1000,51,0.395,5,3.1.0
20250911,3,QuoteAcceptRate,0.6506,0.62,0,0.0463,226,69,0.402,0,1.6.0
20250911,4,RMSEMins,12.2345,14.00,0,0.0640,191,37,0.404,0,1.4.0
20250911,5,AUC,0.8163,0.79,0,0.0805,78,125,0.228,6,1.2.0
20250911,6,Precision,0.7555,0.71,0,0.0708,87,72,0.821,4,2.0.0
20250912,1,MAPE,8.7488,12.00,0,0.0719,91,244,0.600,6,2.3.0
20250912,2,NDCG@5,0.8423,0.82,0,0.0237,748,58,0.330,6,3.1.0
20250912,3,QuoteAcceptRate,0.6471,0.62,0,0.0728,169,83,0.619,1,1.6.0
20250912,4,RMSEMins,13.2961,14.00,0,0.0644,143,42,0.426,1,1.4.0
20250912,5,AUC,0.7986,0.79,0,0.0862,58,143,0.353,0,1.2.0
20250912,6,Precision,0.7675,0.71,0,0.0372,65,68,0.636,5,2.0.0
20250913,1,MAPE,8.5465,12.00,0,0.0354,155,229,0.847,0,2.3.0
20250913,2,NDCG@5,0.8263,0.82,0,0.0532,1276,44,0.348,0,3.1.0
20250913,3,QuoteAcceptRate,0.6698,0.62,0,0.0331,289,65,0.474,2,1.6.0
20250913,4,RMSEMins,13.4289,14.00,0,0.0689,244,40,0.427,2,1.4.0
20250913,5,AUC,0.8042,0.79,0,0.0289,100,158,0.721,1,1.2.0
20250913,6,Precision,0.7816,0.71,0,0.0988,111,63,0.369,6,2.0.0
20250914,1,MAPE,8.5657,12.00,0,0.0510,171,242,0.778,1,2.3.0
20250914,2,NDCG@5,0.8339,0.82,0,0.0784,1403,48,0.377,1,3.1.0
20250914,3,QuoteAcceptRate,0.6672,0.62,0,0.0935,317,60,0.330,3,1.6.0
20250914,4,RMSEMins,11.7005,14.00,0,0.0385,268,38,0.786,3,1.4.0
20250914,5,AUC,0.8083,0.79,0,0.0755,110,157,0.393,2,1.2.0
20250914,6,Precision,0.7548,0.71,0,0.0562,122,91,0.842,0,2.0.0
20250915,1,MAPE,8.3900,12.00,0,0.0480,98,160,0.579,2,2.3.0
20250915,2,NDCG@5,0.8633,0.82,0,0.0876,805,40,0.744,2,3.1.0
20250915,3,QuoteAcceptRate,0.6734,0.62,0,0.0518,182,63,0.203,4,1.6.0
20250915,4,RMSEMins,12.7599,14.00,0,0.0545,154,36,0.792,4,1.4.0
20250915,5,AUC,0.8379,0.79,0,0.0425,63,154,0.374,3,1.2.0
20250915,6,Precision,0.7714,0.71,0,0.0335,70,86,0.609,1,2.0.0
20250916,1,MAPE,8.9886,12.00,0,0.0497,94,228,0.838,3,2.3.0
20250916,2,NDCG@5,0.8288,0.82,0,0.0216,770,41,0.760,3,3.1.0
20250916,3,QuoteAcceptRate,0.6464,0.62,0,0.0795,174,55,0.528,5,1.6.0
20250916,4,RMSEMins,12.7705,14.00,0,0.0899,147,35,0.338,5,1.4.0
20250916,5,AUC,0.8208,0.79,0,0.0410,60,134,0.525,4,1.2.0
20250916,6,Precision,0.7643,0.71,0,0.0868,67,79,0.824,2,2.0.0
20250917,1,MAPE,9.3055,12.00,0,0.0358,116,193,0.466,4,2.3.0
20250917,2,NDCG@5,0.8369,0.82,0,0.1046,954,40,0.314,4,3.1.0
20250917,3,QuoteAcceptRate,0.6708,0.62,0,0.0258,216,70,0.418,6,1.6.0
20250917,4,RMSEMins,13.3159,14.00,0,0.0797,183,34,0.536,6,1.4.0
20250917,5,AUC,0.8311,0.79,0,0.0973,75,164,0.526,5,1.2.0
20250917,6,Precision,0.7581,0.71,0,0.0380,83,80,0.658,3,2.0.0
20250918,1,MAPE,9.5851,12.00,0,0.0712,94,199,0.583,5,2.3.0
20250918,2,NDCG@5,0.8450,0.82,0,0.0660,770,54,0.798,5,3.1.0
20250918,3,QuoteAcceptRate,0.6377,0.62,0,0.0697,174,60,0.827,0,1.6.0
20250918,4,RMSEMins,12.3785,14.00,0,0.0609,147,38,0.348,0,1.4.0
20250918,5,AUC,0.7957,0.79,0,0.0346,60,120,0.391,6,1.2.0
20250918,6,Precision,0.7351,0.71,0,0.0488,67,63,0.645,4,2.0.0
20250919,1,MAPE,8.8190,12.00,0,0.0517,101,240,0.315,6,2.3.0
20250919,2,NDCG@5,0.8281,0.82,0,0.1034,828,46,0.419,6,3.1.0
20250919,3,QuoteAcceptRate,0.6623,0.62,0,0.1057,187,70,0.563,1,1.6.0
20250919,4,RMSEMins,13.5254,14.00,0,0.1098,158,34,0.701,1,1.4.0
20250919,5,AUC,0.7984,0.79,0,0.0296,65,156,0.455,0,1.2.0
20250919,6,Precision,0.7734,0.71,0,0.0311,72,55,0.421,5,2.0.0
20250920,1,MAPE,8.5450,12.00,0,0.0552,130,193,0.649,0,2.3.0
20250920,2,NDCG@5,0.8393,0.82,0,0.0252,1070,44,0.831,0,3.1.0
20250920,3,QuoteAcceptRate,0.6507,0.62,0,0.0233,242,67,0.397,2,1.6.0
20250920,4,RMSEMins,12.8587,14.00,0,0.0312,205,38,0.306,2,1.4.0
20250920,5,AUC,0.7994,0.79,0,0.0555,84,150,0.679,1,1.2.0
20250920,6,Precision,0.7174,0.71,0,0.0898,93,69,0.510,6,2.0.0
20250921,1,MAPE,8.9315,12.00,0,0.0647,148,213,0.504,1,2.3.0
20250921,2,NDCG@5,0.8304,0.82,0,0.0506,1219,48,0.487,1,3.1.0
20250921,3,QuoteAcceptRate,0.6396,0.62,0,0.0544,276,67,0.273,3,1.6.0
20250921,4,RMSEMins,13.1432,14.00,0,0.0696,233,41,0.824,3,1.4.0
20250921,5,AUC,0.8237,0.79,0,0.0298,95,141,0.654,2,1.2.0
20250921,6,Precision,0.7722,0.71,0,0.0761,106,55,0.510,0,2.0.0
20250922,1,MAPE,9.4751,12.00,0,0.0707,99,281,0.752,2,2.3.0
20250922,2,NDCG@5,0.8352,0.82,0,0.0921,816,47,0.695,2,3.1.0
20250922,3,QuoteAcceptRate,0.6461,0.62,0,0.0710,185,56,0.597,4,1.6.0
20250922,4,RMSEMins,12.5796,14.00,0,0.0474,156,44,0.628,4,1.4.0
20250922,5,AUC,0.8408,0.79,0,0.1059,64,171,0.827,3,1.2.0
20250922,6,Precision,0.7476,0.71,0,0.0597,71,72,0.486,1,2.0.0
20250923,1,MAPE,9.4322,12.00,0,0.0719,104,253,0.265,3,2.3.0
20250923,2,NDCG@5,0.8361,0.82,0,0.1026,851,47,0.396,3,3.1.0
20250923,3,QuoteAcceptRate,0.6575,0.62,0,0.0506,192,59,0.565,5,1.6.0
20250923,4,RMSEMins,12.6526,14.00,0,0.0229,163,33,0.209,5,1.4.0
20250923,5,AUC,0.8244,0.79,0,0.0698,67,130,0.332,4,1.2.0
20250923,6,Precision,0.7374,0.71,0,0.0300,74,72,0.836,2,2.0.0
20250924,1,MAPE,8.6389,12.00,0,0.0413,115,179,0.766,4,2.3.0
20250924,2,NDCG@5,0.8387,0.82,0,0.0696,943,47,0.230,4,3.1.0
20250924,3,QuoteAcceptRate,0.6502,0.62,0,0.0715,213,64,0.262,6,1.6.0
20250924,4,RMSEMins,13.1960,14.00,0,0.0253,180,34,0.419,6,1.4.0
20250924,5,AUC,0.8081,0.79,0,0.0969,74,132,0.283,5,1.2.0
20250924,6,Precision,0.7593,0.71,0,0.0392,82,77,0.753,3,2.0.0
20250925,1,MAPE,8.7682,12.00,0,0.0510,104,184,0.717,5,2.3.0
20250925,2,NDCG@5,0.8340,0.82,0,0.0440,851,57,0.723,5,3.1.0
20250925,3,QuoteAcceptRate,0.6468,0.62,0,0.0841,192,67,0.698,0,1.6.0
20250925,4,RMSEMins,13.9233,14.00,0,0.0468,163,36,0.316,0,1.4.0
20250925,5,AUC,0.8239,0.79,0,0.0973,67,167,0.204,6,1.2.0
20250925,6,Precision,0.7767,0.71,0,0.0837,74,66,0.746,4,2.0.0
20250926,1,MAPE,8.6377,12.00,0,0.0462,90,220,0.230,6,2.3.0
20250926,2,NDCG@5,0.8295,0.82,0,0.0725,736,54,0.214,6,3.1.0
20250926,3,QuoteAcceptRate,0.6400,0.62,0,0.0615,166,68,0.414,1,1.6.0
20250926,4,RMSEMins,13.4077,14.00,0,0.0291,141,44,0.615,1,1.4.0
20250926,5,AUC,0.8147,0.79,0,0.0755,58,134,0.235,0,1.2.0
20250926,6,Precision,0.7464,0.71,0,0.0851,64,79,0.705,5,2.0.0
20250927,1,MAPE,9.7405,12.00,0,0.0396,140,217,0.719,0,2.3.0
20250927,2,NDCG@5,0.8358,0.82,0,0.0580,1150,44,0.304,0,3.1.0
20250927,3,QuoteAcceptRate,0.6825,0.62,0,0.0862,260,75,0.264,2,1.6.0
20250927,4,RMSEMins,13.8641,14.00,0,0.0379,220,47,0.365,2,1.4.0
20250927,5,AUC,0.8022,0.79,0,0.0596,90,141,0.773,1,1.2.0
20250927,6,Precision,0.7663,0.71,0,0.0861,100,76,0.803,6,2.0.0
20250928,1,MAPE,8.9078,12.00,0,0.0422,134,207,0.385,1,2.3.0
20250928,2,NDCG@5,0.8384,0.82,0,0.1026,1104,56,0.308,1,3.1.0
20250928,3,QuoteAcceptRate,0.6703,0.62,0,0.0994,250,51,0.312,3,1.6.0
20250928,4,RMSEMins,12.7954,14.00,0,0.0760,211,36,0.424,3,1.4.0
20250928,5,AUC,0.8194,0.79,0,0.0935,86,144,0.492,2,1.2.0
20250928,6,Precision,0.7530,0.71,0,0.0292,96,63,0.504,0,2.0.0
20250929,1,MAPE,9.7441,12.00,0,0.0648,78,204,0.378,2,2.3.0
20250929,2,NDCG@5,0.8529,0.82,0,0.0411,644,43,0.565,2,3.1.0
20250929,3,QuoteAcceptRate,0.6537,0.62,0,0.0790,146,80,0.369,4,1.6.0
20250929,4,RMSEMins,12.1510,14.00,0,0.0661,123,35,0.763,4,1.4.0
20250929,5,AUC,0.8108,0.79,0,0.0380,50,134,0.318,3,1.2.0
20250929,6,Precision,0.8054,0.71,0,0.1023,56,67,0.602,1,2.0.0
20250930,1,MAPE,9.7063,12.00,0,0.0495,105,226,0.639,3,2.3.0
20250930,2,NDCG@5,0.8395,0.82,0,0.0831,862,50,0.846,3,3.1.0
20250930,3,QuoteAcceptRate,0.6735,0.62,0,0.0279,195,54,0.613,5,1.6.0
20250930,4,RMSEMins,12.5051,14.00,0,0.0575,165,41,0.722,5,1.4.0
20250930,5,AUC,0.8038,0.79,0,0.1056,68,159,0.573,4,1.2.0
20250930,6,Precision,0.7263,0.71,0,0.0815,75,86,0.381,2,2.0.0
20251001,1,MAPE,9.9348,12.00,0,0.0618,101,248,0.397,4,2.3.0
20251001,2,NDCG@5,0.8471,0.82,0,0.0214,828,39,0.657,4,3.1.0
20251001,3,QuoteAcceptRate,0.6638,0.62,0,0.0833,187,75,0.795,6,1.6.0
20251001,4,RMSEMins,13.5400,14.00,0,0.0270,158,39,0.565,6,1.4.0
20251001,5,AUC,0.8397,0.79,0,0.0774,65,139,0.724,5,1.2.0
20251001,6,Precision,0.7725,0.71,0,0.1037,72,70,0.751,3,2.0.0
20251002,1,MAPE,8.6146,12.00,0,0.0656,88,177,0.671,5,2.3.0
20251002,2,NDCG@5,0.8486,0.82,0,0.0517,724,56,0.674,5,3.1.0
20251002,3,QuoteAcceptRate,0.7053,0.62,0,0.0857,164,76,0.838,0,1.6.0
20251002,4,RMSEMins,12.4148,14.00,0,0.0556,139,31,0.304,0,1.4.0
20251002,5,AUC,0.8101,0.79,0,0.0615,57,193,0.804,6,1.2.0
20251002,6,Precision,0.7669,0.71,0,0.0598,63,73,0.559,4,2.0.0
20251003,1,MAPE,9.4323,12.00,0,0.0688,88,182,0.731,6,2.3.0
20251003,2,NDCG@5,0.8488,0.82,0,0.0954,724,56,0.316,6,3.1.0
20251003,3,QuoteAcceptRate,0.6716,0.62,0,0.0911,164,73,0.752,1,1.6.0
20251003,4,RMSEMins,13.7938,14.00,0,0.0804,139,41,0.836,1,1.4.0
20251003,5,AUC,0.8228,0.79,0,0.0449,57,148,0.581,0,1.2.0
20251003,6,Precision,0.7771,0.71,0,0.0620,63,55,0.465,5,2.0.0
20251004,1,MAPE,8.8788,12.00,0,0.0556,126,204,0.313,0,2.3.0
20251004,2,NDCG@5,0.8541,0.82,0,0.1004,1035,37,0.352,0,3.1.0
20251004,3,QuoteAcceptRate,0.6470,0.62,0,0.0264,234,70,0.378,2,1.6.0
20251004,4,RMSEMins,11.6712,14.00,0,0.0927,198,40,0.302,2,1.4.0
20251004,5,AUC,0.8132,0.79,0,0.1005,81,187,0.360,1,1.2.0
20251004,6,Precision,0.7382,0.71,0,0.0809,90,74,0.760,6,2.0.0
20251005,1,MAPE,9.6356,12.00,0,0.0387,123,269,0.469,1,2.3.0
20251005,2,NDCG@5,0.8403,0.82,0,0.0549,1012,45,0.501,1,3.1.0
20251005,3,QuoteAcceptRate,0.6329,0.62,0,0.0819,229,54,0.243,3,1.6.0
20251005,4,RMSEMins,12.1905,14.00,0,0.0890,194,33,0.763,3,1.4.0
20251005,5,AUC,0.7847,0.79,1,0.0451,79,131,0.369,2,1.2.0
20251005,6,Precision,0.7854,0.71,0,0.0759,88,66,0.600,0,2.0.0
20251006,1,MAPE,9.0838,12.00,0,0.0681,70,181,0.662,2,2.3.0
20251006,2,NDCG@5,0.8257,0.82,0,0.0854,575,39,0.263,2,3.1.0
20251006,3,QuoteAcceptRate,0.6482,0.62,0,0.0429,130,66,0.682,4,1.6.0
20251006,4,RMSEMins,13.0992,14.00,0,0.0482,110,28,0.614,4,1.4.0
20251006,5,AUC,0.8152,0.79,0,0.0401,45,115,0.399,3,1.2.0
20251006,6,Precision,0.7649,0.71,0,0.0542,50,63,0.211,1,2.0.0
20251007,1,MAPE,9.0649,12.00,0,0.0546,84,207,0.515,3,2.3.0
20251007,2,NDCG@5,0.8423,0.82,0,0.0573,690,45,0.786,3,3.1.0
20251007,3,QuoteAcceptRate,0.6405,0.62,0,0.0900,156,51,0.477,5,1.6.0
20251007,4,RMSEMins,13.7980,14.00,0,0.0548,132,36,0.579,5,1.4.0
20251007,5,AUC,0.8077,0.79,0,0.0369,54,124,0.538,4,1.2.0
20251007,6,Precision,0.7364,0.71,0,0.0396,60,79,0.462,2,2.0.0
20251008,1,MAPE,9.3457,12.00,0,0.0572,97,261,0.762,4,2.3.0
20251008,2,NDCG@5,0.8358,0.82,0,0.0743,794,49,0.264,4,3.1.0
20251008,3,QuoteAcceptRate,0.6493,0.62,0,0.0452,179,69,0.385,6,1.6.0
20251008,4,RMSEMins,11.8839,14.00,0,0.0755,152,34,0.808,6,1.4.0
20251008,5,AUC,0.8270,0.79,0,0.0374,62,147,0.463,5,1.2.0
20251008,6,Precision,0.7089,0.71,1,0.0357,69,84,0.204,3,2.0.0
20251009,1,MAPE,9.1988,12.00,0,0.0392,97,173,0.409,5,2.3.0
20251009,2,NDCG@5,0.8423,0.82,0,0.1021,794,45,0.616,5,3.1.0
20251009,3,QuoteAcceptRate,0.6760,0.62,0,0.0535,179,56,0.656,0,1.6.0
20251009,4,RMSEMins,12.7404,14.00,0,0.0278,152,48,0.387,0,1.4.0
20251009,5,AUC,0.8265,0.79,0,0.0842,62,160,0.824,6,1.2.0
20251009,6,Precision,0.7106,0.71,0,0.0579,69,68,0.806,4,2.0.0
20251010,1,MAPE,9.2698,12.00,0,0.0559,130,211,0.505,6,2.3.0
20251010,2,NDCG@5,0.8362,0.82,0,0.0903,1070,46,0.743,6,3.1.0
20251010,3,QuoteAcceptRate,0.6390,0.62,0,0.0965,242,57,0.461,1,1.6.0
20251010,4,RMSEMins,12.9691,14.00,0,0.0662,205,29,0.731,1,1.4.0
20251010,5,AUC,0.8180,0.79,0,0.0491,84,180,0.510,0,1.2.0
20251010,6,Precision,0.7510,0.71,0,0.0397,93,57,0.353,5,2.0.0
20251011,1,MAPE,8.6759,12.00,0,0.0508,136,231,0.759,0,2.3.0
20251011,2,NDCG@5,0.8293,0.82,0,0.0315,1116,46,0.346,0,3.1.0
20251011,3,QuoteAcceptRate,0.6442,0.62,0,0.0476,252,60,0.614,2,1.6.0
20251011,4,RMSEMins,12.9605,14.00,0,0.0445,213,30,0.549,2,1.4.0
20251011,5,AUC,0.8082,0.79,0,0.0846,87,191,0.214,1,1.2.0
20251011,6,Precision,0.7556,0.71,0,0.0751,97,61,0.750,6,2.0.0
20251012,1,MAPE,9.2846,12.00,0,0.0388,210,190,0.626,1,2.3.0
20251012,2,NDCG@5,0.8172,0.82,1,0.0247,1725,52,0.286,1,3.1.0
20251012,3,QuoteAcceptRate,0.6824,0.62,0,0.0733,390,61,0.804,3,1.6.0
20251012,4,RMSEMins,12.7101,14.00,0,0.1073,330,41,0.760,3,1.4.0
20251012,5,AUC,0.8290,0.79,0,0.0680,135,137,0.385,2,1.2.0
20251012,6,Precision,0.5943,0.71,1,0.1050,352,55,0.620,0,2.0.0
20251013,1,MAPE,8.1389,12.00,0,0.0709,165,194,0.262,2,2.3.0
20251013,2,NDCG@5,0.8429,0.82,0,0.0738,1357,48,0.595,2,3.1.0
20251013,3,QuoteAcceptRate,0.6423,0.62,0,0.0407,307,71,0.549,4,1.6.0
20251013,4,RMSEMins,13.1129,14.00,0,0.0997,260,40,0.323,4,1.4.0
20251013,5,AUC,0.8078,0.79,0,0.0427,106,176,0.635,3,1.2.0
20251013,6,Precision,0.6165,0.71,1,0.0656,277,79,0.518,1,2.0.0
20251014,1,MAPE,9.3493,12.00,0,0.0704,132,215,0.703,3,2.3.0
20251014,2,NDCG@5,0.8475,0.82,0,0.0492,1081,50,0.258,3,3.1.0
20251014,3,QuoteAcceptRate,0.6698,0.62,0,0.0451,244,58,0.383,5,1.6.0
20251014,4,RMSEMins,13.1583,14.00,0,0.0871,207,37,0.802,5,1.4.0
20251014,5,AUC,0.8060,0.79,0,0.0422,85,144,0.624,4,1.2.0
20251014,6,Precision,0.6162,0.71,1,0.0254,221,75,0.403,2,2.0.0
20251015,1,MAPE,8.5397,12.00,0,0.0373,161,202,0.289,4,2.3.0
20251015,2,NDCG@5,0.8396,0.82,0,0.0878,1322,49,0.840,4,3.1.0
20251015,3,QuoteAcceptRate,0.6655,0.62,0,0.0799,299,49,0.522,6,1.6.0
20251015,4,RMSEMins,13.5211,14.00,0,0.0780,253,45,0.592,6,1.4.0
20251015,5,AUC,0.8113,0.79,0,0.1046,104,144,0.334,5,1.2.0
20251015,6,Precision,0.6213,0.71,1,0.0592,270,68,0.312,3,2.0.0
20251016,1,MAPE,9.0311,12.00,0,0.0647,133,186,0.480,5,2.3.0
20251016,2,NDCG@5,0.8406,0.82,0,0.1011,1092,57,0.627,5,3.1.0
20251016,3,QuoteAcceptRate,0.6480,0.62,0,0.0679,247,54,0.755,0,1.6.0
20251016,4,RMSEMins,12.8498,14.00,0,0.0561,209,35,0.395,0,1.4.0
20251016,5,AUC,0.8373,0.79,0,0.0660,86,151,0.686,6,1.2.0
20251016,6,Precision,0.6358,0.71,1,0.0533,223,58,0.734,4,2.0.0
20251017,1,MAPE,8.7743,12.00,0,0.0444,161,194,0.212,6,2.3.0
20251017,2,NDCG@5,0.8330,0.82,0,0.1098,1322,53,0.236,6,3.1.0
20251017,3,QuoteAcceptRate,0.6482,0.62,0,0.0382,299,60,0.722,1,1.6.0
20251017,4,RMSEMins,13.0785,14.00,0,0.0229,253,42,0.646,1,1.4.0
20251017,5,AUC,0.7936,0.79,0,0.0976,104,141,0.727,0,1.2.0
20251017,6,Precision,0.6347,0.71,1,0.0855,270,55,0.284,5,2.0.0
20251018,1,MAPE,9.0069,12.00,0,0.0369,228,191,0.212,0,2.3.0
20251018,2,NDCG@5,0.8468,0.82,0,0.0285,1874,56,0.309,0,3.1.0
20251018,3,QuoteAcceptRate,0.6484,0.62,0,0.0598,424,67,0.685,2,1.6.0
20251018,4,RMSEMins,13.3886,14.00,0,0.1046,359,34,0.715,2,1.4.0
20251018,5,AUC,0.8109,0.79,0,0.0586,147,156,0.799,1,1.2.0
20251018,6,Precision,0.6455,0.71,1,0.0337,383,57,0.453,6,2.0.0
20251019,1,MAPE,9.4499,12.00,0,0.0666,211,205,0.443,1,2.3.0
20251019,2,NDCG@5,0.8310,0.82,0,0.0820,1736,48,0.367,1,3.1.0
20251019,3,QuoteAcceptRate,0.6410,0.62,0,0.0583,393,70,0.295,3,1.6.0
20251019,4,RMSEMins,13.4518,14.00,0,0.0829,332,43,0.348,3,1.4.0
20251019,5,AUC,0.8139,0.79,0,0.0216,136,128,0.726,2,1.2.0
20251019,6,Precision,0.6210,0.71,1,0.0979,355,76,0.578,0,2.0.0
20251020,1,MAPE,9.2781,12.00,0,0.0695,139,216,0.620,2,2.3.0
20251020,2,NDCG@5,0.8395,0.82,0,0.0234,1138,48,0.493,2,3.1.0
20251020,3,QuoteAcceptRate,0.6448,0.62,0,0.0281,257,60,0.408,4,1.6.0
20251020,4,RMSEMins,12.0388,14.00,0,0.0303,218,36,0.448,4,1.4.0
20251020,5,AUC,0.8393,0.79,0,0.0791,89,156,0.224,3,1.2.0
20251020,6,Precision,0.5977,0.71,1,0.0961,233,58,0.728,1,2.0.0
20251021,1,MAPE,8.4248,12.00,0,0.0647,132,229,0.280,3,2.3.0
20251021,2,NDCG@5,0.8454,0.82,0,0.0832,1081,47,0.594,3,3.1.0
20251021,3,QuoteAcceptRate,0.6608,0.62,0,0.0353,244,61,0.445,5,1.6.0
20251021,4,RMSEMins,15.0596,14.00,1,0.0837,207,48,0.259,5,1.4.0
20251021,5,AUC,0.8387,0.79,0,0.0845,85,143,0.700,4,1.2.0
20251021,6,Precision,0.5772,0.71,1,0.0983,221,66,0.712,2,2.0.0
20251022,1,MAPE,9.6285,12.00,0,0.0476,150,229,0.765,4,2.3.0
20251022,2,NDCG@5,0.8573,0.82,0,0.0481,1230,53,0.689,4,3.1.0
20251022,3,QuoteAcceptRate,0.6940,0.62,0,0.0516,278,69,0.310,6,1.6.0
20251022,4,RMSEMins,12.0792,14.00,0,0.0252,235,42,0.540,6,1.4.0
20251022,5,AUC,0.8191,0.79,0,0.1001,96,183,0.784,5,1.2.0
20251022,6,Precision,0.6278,0.71,1,0.0687,251,79,0.766,3,2.0.0
20251023,1,MAPE,9.4929,12.00,0,0.0599,148,226,0.653,5,2.3.0
20251023,2,NDCG@5,0.8176,0.82,1,0.0678,1219,43,0.422,5,3.1.0
20251023,3,QuoteAcceptRate,0.6665,0.62,0,0.1093,276,74,0.623,0,1.6.0
20251023,4,RMSEMins,13.5559,14.00,0,0.0443,233,37,0.224,0,1.4.0
20251023,5,AUC,0.8109,0.79,0,0.0341,95,169,0.755,6,1.2.0
20251023,6,Precision,0.5945,0.71,1,0.0412,249,86,0.512,4,2.0.0
20251024,1,MAPE,9.0497,12.00,0,0.0535,127,189,0.262,6,2.3.0
20251024,2,NDCG@5,0.8337,0.82,0,0.0413,1046,57,0.381,6,3.1.0
20251024,3,QuoteAcceptRate,0.6630,0.62,0,0.0722,237,65,0.794,1,1.6.0
20251024,4,RMSEMins,12.9395,14.00,0,0.1027,200,40,0.332,1,1.4.0
20251024,5,AUC,0.7951,0.79,0,0.0437,82,126,0.268,0,1.2.0
20251024,6,Precision,0.6149,0.71,1,0.0681,214,90,0.479,5,2.0.0
20251025,1,MAPE,9.1291,12.00,0,0.0634,231,271,0.395,0,2.3.0
20251025,2,NDCG@5,0.8509,0.82,0,0.1023,1898,41,0.320,0,3.1.0
20251025,3,QuoteAcceptRate,0.6433,0.62,0,0.0509,429,57,0.288,2,1.6.0
20251025,4,RMSEMins,13.4456,14.00,0,0.0400,363,39,0.303,2,1.4.0
20251025,5,AUC,0.8123,0.79,0,0.0262,148,154,0.423,1,1.2.0
20251025,6,Precision,0.6637,0.71,1,0.0829,388,73,0.670,6,2.0.0
20251026,1,MAPE,8.7284,12.00,0,0.0362,214,217,0.536,1,2.3.0
20251026,2,NDCG@5,0.8276,0.82,0,0.0864,1760,59,0.540,1,3.1.0
20251026,3,QuoteAcceptRate,0.6595,0.62,0,0.0308,398,63,0.790,3,1.6.0
20251026,4,RMSEMins,12.9712,14.00,0,0.0989,337,35,0.706,3,1.4.0
20251026,5,AUC,0.8224,0.79,0,0.0443,138,195,0.507,2,1.2.0
20251026,6,Precision,0.5868,0.71,1,0.0530,360,85,0.415,0,2.0.0
20251027,1,MAPE,9.0951,12.00,0,0.0741,130,184,0.426,2,2.3.0
20251027,2,NDCG@5,0.8481,0.82,0,0.0392,1070,52,0.483,2,3.1.0
20251027,3,QuoteAcceptRate,0.6890,0.62,0,0.0593,242,54,0.565,4,1.6.0
20251027,4,RMSEMins,11.6402,14.00,0,0.0839,205,35,0.212,4,1.4.0
20251027,5,AUC,0.8078,0.79,0,0.0688,84,157,0.368,3,1.2.0
20251027,6,Precision,0.5925,0.71,1,0.0243,219,72,0.508,1,2.0.0
20251028,1,MAPE,8.1141,12.00,0,0.0458,118,197,0.332,3,2.3.0
20251028,2,NDCG@5,0.8316,0.82,0,0.0398,966,43,0.725,3,3.1.0
20251028,3,QuoteAcceptRate,0.6585,0.62,0,0.1053,218,60,0.685,5,1.6.0
20251028,4,RMSEMins,12.9686,14.00,0,0.0755,185,39,0.840,5,1.4.0
20251028,5,AUC,0.8143,0.79,0,0.0932,76,159,0.497,4,1.2.0
20251028,6,Precision,0.6322,0.71,1,0.0526,197,76,0.678,2,2.0.0
20251029,1,MAPE,9.0092,12.00,0,0.0643,136,241,0.752,4,2.3.0
20251029,2,NDCG@5,0.8247,0.82,0,0.0457,1116,42,0.819,4,3.1.0
20251029,3,QuoteAcceptRate,0.6478,0.62,0,0.0263,252,65,0.229,6,1.6.0
20251029,4,RMSEMins,13.1716,14.00,0,0.0366,213,45,0.317,6,1.4.0
20251029,5,AUC,0.8106,0.79,0,0.1081,87,181,0.219,5,1.2.0
20251029,6,Precision,0.6268,0.71,1,0.0977,228,89,0.393,3,2.0.0
20251030,1,MAPE,8.8849,12.00,0,0.0394,139,212,0.381,5,2.3.0
20251030,2,NDCG@5,0.8464,0.82,0,0.0891,1138,55,0.429,5,3.1.0
20251030,3,QuoteAcceptRate,0.6714,0.62,0,0.0772,257,55,0.790,0,1.6.0
20251030,4,RMSEMins,12.5135,14.00,0,0.0732,218,37,0.472,0,1.4.0
20251030,5,AUC,0.7922,0.79,0,0.0541,89,182,0.720,6,1.2.0
20251030,6,Precision,0.6232,0.71,1,0.0455,233,64,0.359,4,2.0.0
20251031,1,MAPE,8.7044,12.00,0,0.0552,129,186,0.846,6,2.3.0
20251031,2,NDCG@5,0.8399,0.82,0,0.0224,1058,56,0.568,6,3.1.0
20251031,3,QuoteAcceptRate,0.6687,0.62,0,0.0342,239,71,0.806,1,1.6.0
20251031,4,RMSEMins,11.8340,14.00,0,0.0988,202,38,0.599,1,1.4.0
20251031,5,AUC,0.7508,0.79,1,0.0968,83,172,0.660,0,1.2.0
20251031,6,Precision,0.5881,0.71,1,0.0218,216,89,0.823,5,2.0.0
