DateKey,AreaKey,ServiceCategory,ForecastedJobs,ActualJobs,AbsError,APE
20250523,5,Deep Cleaning,1.1,1,0.1,0.1000
20250523,5,Electrician,1.4,0,1.4,
20250523,6,AC Service,1.1,1,0.1,0.1000
20250523,6,Deep Cleaning,0.8,1,0.2,0.2000
20250523,7,Painter,0.5,0,0.5,
20250523,9,Appliance Repair,1.9,0,1.9,
20250523,9,Deep Cleaning,2.1,0,2.1,
20250523,9,Plumber,1.3,1,0.3,0.3000
20250523,10,Carpenter,1.1,1,0.1,0.1000
20250523,10,Deep Cleaning,0.6,0,0.6,
20250523,10,Painter,1.1,1,0.1,0.1000
20250523,10,Plumber,1.7,2,0.3,0.1500
20250523,11,AC Service,5.0,4,1.0,0.2500
20250523,11,Carpenter,2.5,0,2.5,
20250523,11,Pest Control,0.9,1,0.1,0.1000
20250523,11,Plumber,2.8,0,2.8,
20250523,12,Electrician,2.3,2,0.3,0.1500
20250523,12,Pest Control,0.9,1,0.1,0.1000
20250523,12,Plumber,1.1,0,1.1,
20250523,13,AC Service,1.9,2,0.1,0.0500
20250523,13,Painter,1.1,0,1.1,
20250523,13,Pest Control,1.0,1,0.0,0.0000
20250523,13,Plumber,1.0,1,0.0,0.0000
20250523,14,AC Service,0.8,1,0.2,0.2000
20250523,14,Carpenter,0.9,1,0.1,0.1000
20250523,14,Plumber,2.2,2,0.2,0.1000
20250523,15,AC Service,1.8,2,0.2,0.1000
20250523,16,AC Service,0.9,1,0.1,0.1000
20250523,16,Appliance Repair,1.9,2,0.1,0.0500
20250523,16,Deep Cleaning,1.9,2,0.1,0.0500
20250523,16,Pest Control,0.7,0,0.7,
20250523,17,AC Service,1.8,2,0.2,0.1000
20250523,17,Carpenter,1.7,0,1.7,
20250523,17,Deep Cleaning,1.1,1,0.1,0.1000
20250523,17,Electrician,0.8,0,0.8,
20250523,18,Appliance Repair,1.0,1,0.0,0.0000
20250523,18,Plumber,2.1,2,0.1,0.0500
20250523,19,AC Service,1.1,1,0.1,0.1000
20250523,19,Appliance Repair,1.8,2,0.2,0.1000
20250523,19,Carpenter,2.2,0,2.2,
20250523,19,Painter,1.1,1,0.1,0.1000
20250523,20,Carpenter,1.0,1,0.0,0.0000
20250523,20,Pest Control,1.6,0,1.6,
20250524,1,AC Service,2.1,2,0.1,0.0500
20250524,1,Carpenter,1.2,1,0.2,0.2000
20250524,1,Electrician,2.1,0,2.1,
20250524,1,Pest Control,0.7,1,0.3,0.3000
20250524,2,AC Service,4.2,4,0.2,0.0500
20250524,2,Appliance Repair,0.9,1,0.1,0.1000
20250524,2,Deep Cleaning,0.9,1,0.1,0.1000
20250524,2,Plumber,0.9,1,0.1,0.1000
20250524,3,AC Service,1.0,1,0.0,0.0000
20250524,3,Plumber,0.5,0,0.5,
20250524,4,AC Service,2.0,2,0.0,0.0000
20250524,4,Appliance Repair,1.1,1,0.1,0.1000
20250524,4,Pest Control,1.0,1,0.0,0.0000
20250524,4,Plumber,1.1,1,0.1,0.1000
20250524,5,AC Service,1.0,1,0.0,0.0000
20250524,5,Appliance Repair,0.5,0,0.5,
20250524,5,Carpenter,4.7,0,4.7,
20250524,5,Electrician,1.8,2,0.2,0.1000
20250524,5,Painter,1.1,1,0.1,0.1000
20250524,5,Pest Control,1.2,1,0.2,0.2000
20250524,6,AC Service,2.0,2,0.0,0.0000
20250524,6,Appliance Repair,0.9,1,0.1,0.1000
20250524,6,Carpenter,0.5,0,0.5,
20250524,6,Painter,1.0,1,0.0,0.0000
20250524,6,Pest Control,0.9,1,0.1,0.1000
20250524,6,Plumber,1.0,1,0.0,0.0000
20250524,7,AC Service,2.7,3,0.3,0.1000
20250524,7,Appliance Repair,1.2,0,1.2,
20250524,7,Carpenter,1.0,1,0.0,0.0000
20250524,7,Deep Cleaning,1.0,1,0.0,0.0000
20250524,7,Electrician,1.1,1,0.1,0.1000
20250524,7,Pest Control,0.7,1,0.3,0.3000
20250524,7,Plumber,1.0,1,0.0,0.0000
20250524,8,AC Service,1.0,1,0.0,0.0000
20250524,8,Carpenter,2.3,0,2.3,
20250524,8,Deep Cleaning,0.9,1,0.1,0.1000
20250524,8,Electrician,1.1,1,0.1,0.1000
20250524,9,Appliance Repair,1.1,1,0.1,0.1000
20250524,9,Carpenter,2.6,0,2.6,
20250524,9,Deep Cleaning,1.8,0,1.8,
20250524,9,Painter,0.6,0,0.6,
20250524,9,Pest Control,1.1,1,0.1,0.1000
20250524,10,Carpenter,1.1,0,1.1,
20250524,10,Deep Cleaning,1.0,1,0.0,0.0000
20250524,10,Painter,0.9,1,0.1,0.1000
20250524,10,Plumber,0.7,0,0.7,
20250524,11,AC Service,1.1,1,0.1,0.1000
20250524,11,Deep Cleaning,0.8,1,0.2,0.2000
20250524,11,Electrician,1.5,0,1.5,
20250524,11,Pest Control,0.9,1,0.1,0.1000
20250524,12,AC Service,0.6,0,0.6,
20250524,13,AC Service,1.2,1,0.2,0.2000
20250524,13,Deep Cleaning,1.3,1,0.3,0.3000
20250524,14,Electrician,1.2,1,0.2,0.2000
20250524,14,Painter,2.0,0,2.0,
20250524,14,Pest Control,0.7,1,0.3,0.3000
20250524,14,Plumber,1.0,1,0.0,0.0000
20250524,15,AC Service,1.0,1,0.0,0.0000
20250524,15,Appliance Repair,2.2,2,0.2,0.1000
20250524,15,Carpenter,0.9,0,0.9,
20250524,15,Deep Cleaning,1.1,1,0.1,0.1000
20250524,15,Electrician,1.1,1,0.1,0.1000
20250524,15,Painter,1.1,0,1.1,
20250524,15,Plumber,1.0,1,0.0,0.0000
20250524,16,AC Service,2.5,2,0.5,0.2500
20250524,16,Appliance Repair,1.8,0,1.8,
20250524,16,Electrician,2.3,0,2.3,
20250524,16,Pest Control,1.2,1,0.2,0.2000
20250524,17,Deep Cleaning,0.9,0,0.9,
20250524,17,Painter,1.0,0,1.0,
20250524,18,Carpenter,0.7,0,0.7,
20250524,19,AC Service,0.9,1,0.1,0.1000
20250524,19,Appliance Repair,1.0,1,0.0,0.0000
20250524,19,Deep Cleaning,2.6,0,2.6,
20250524,19,Pest Control,1.0,1,0.0,0.0000
20250524,20,Carpenter,1.1,1,0.1,0.1000
20250524,20,Deep Cleaning,0.8,1,0.2,0.2000
20250524,20,Plumber,1.1,0,1.1,
20250525,1,AC Service,3.7,4,0.3,0.0750
20250525,1,Appliance Repair,2.0,2,0.0,0.0000
20250525,2,AC Service,3.4,3,0.4,0.1333
20250525,2,Carpenter,0.8,0,0.8,
20250525,2,Electrician,1.1,1,0.1,0.1000
20250525,2,Plumber,0.7,0,0.7,
20250525,3,Carpenter,2.2,2,0.2,0.1000
20250525,3,Deep Cleaning,1.1,1,0.1,0.1000
20250525,3,Electrician,0.5,0,0.5,
20250525,3,Pest Control,1.4,1,0.4,0.4000
20250525,4,AC Service,2.0,2,0.0,0.0000
20250525,4,Carpenter,1.0,1,0.0,0.0000
20250525,4,Deep Cleaning,2.1,2,0.1,0.0500
20250525,4,Painter,1.1,1,0.1,0.1000
20250525,4,Plumber,0.9,1,0.1,0.1000
20250525,5,Appliance Repair,1.0,1,0.0,0.0000
20250525,5,Electrician,1.0,0,1.0,
20250525,5,Painter,1.3,1,0.3,0.3000
20250525,6,AC Service,2.2,2,0.2,0.1000
20250525,6,Carpenter,4.2,4,0.2,0.0500
20250525,6,Deep Cleaning,1.0,1,0.0,0.0000
20250525,6,Painter,1.1,0,1.1,
20250525,7,Deep Cleaning,1.1,1,0.1,0.1000
20250525,7,Painter,1.2,1,0.2,0.2000
20250525,8,AC Service,3.3,3,0.3,0.1000
20250525,8,Appliance Repair,1.3,0,1.3,
20250525,8,Carpenter,0.7,1,0.3,0.3000
20250525,8,Painter,1.2,1,0.2,0.2000
20250525,8,Plumber,1.2,0,1.2,
20250525,9,AC Service,2.1,2,0.1,0.0500
20250525,9,Appliance Repair,2.0,0,2.0,
20250525,9,Deep Cleaning,2.1,2,0.1,0.0500
20250525,9,Electrician,1.2,1,0.2,0.2000
20250525,9,Painter,0.7,1,0.3,0.3000
20250525,9,Pest Control,0.8,0,0.8,
20250525,10,Appliance Repair,0.5,0,0.5,
20250525,10,Carpenter,2.3,0,2.3,
20250525,10,Plumber,1.2,1,0.2,0.2000
20250525,11,Appliance Repair,1.5,2,0.5,0.2500
20250525,11,Deep Cleaning,1.1,1,0.1,0.1000
20250525,11,Painter,1.2,0,1.2,
20250525,12,Appliance Repair,1.0,1,0.0,0.0000
20250525,13,AC Service,1.2,0,1.2,
20250525,13,Appliance Repair,1.4,0,1.4,
20250525,13,Painter,0.8,0,0.8,
20250525,13,Pest Control,0.9,0,0.9,
20250525,14,AC Service,0.9,1,0.1,0.1000
20250525,15,AC Service,0.9,1,0.1,0.1000
20250525,15,Electrician,0.9,1,0.1,0.1000
20250525,15,Painter,0.7,0,0.7,
20250525,15,Plumber,0.8,1,0.2,0.2000
20250525,16,AC Service,0.8,1,0.2,0.2000
20250525,16,Carpenter,1.1,0,1.1,
20250525,16,Electrician,1.0,1,0.0,0.0000
20250525,16,Painter,0.6,0,0.6,
20250525,17,AC Service,1.1,1,0.1,0.1000
20250525,17,Electrician,1.0,1,0.0,0.0000
20250525,17,Painter,4.4,0,4.4,
20250525,17,Pest Control,0.6,0,0.6,
20250525,17,Plumber,0.7,0,0.7,
20250525,18,AC Service,0.9,1,0.1,0.1000
20250525,18,Appliance Repair,1.1,0,1.1,
20250525,18,Deep Cleaning,1.0,1,0.0,0.0000
20250525,19,Pest Control,1.1,1,0.1,0.1000
20250525,20,AC Service,1.1,1,0.1,0.1000
20250525,20,Appliance Repair,1.6,0,1.6,
20250525,20,Pest Control,1.1,0,1.1,
20250526,1,AC Service,1.9,2,0.1,0.0500
20250526,1,Appliance Repair,0.9,1,0.1,0.1000
20250526,1,Carpenter,0.9,1,0.1,0.1000
20250526,1,Deep Cleaning,2.2,2,0.2,0.1000
20250526,1,Painter,2.0,2,0.0,0.0000
20250526,1,Pest Control,2.1,0,2.1,
20250526,1,Plumber,0.7,0,0.7,
20250526,2,AC Service,1.9,2,0.1,0.0500
20250526,2,Deep Cleaning,1.0,1,0.0,0.0000
20250526,3,AC Service,0.7,0,0.7,
20250526,3,Pest Control,0.6,0,0.6,
20250526,4,AC Service,2.0,2,0.0,0.0000
20250526,4,Appliance Repair,0.9,1,0.1,0.1000
20250526,4,Carpenter,0.9,1,0.1,0.1000
20250526,4,Pest Control,1.1,1,0.1,0.1000
20250526,4,Plumber,1.0,1,0.0,0.0000
20250526,5,AC Service,1.8,2,0.2,0.1000
20250526,5,Electrician,1.1,1,0.1,0.1000
20250526,5,Painter,0.9,0,0.9,
20250526,5,Pest Control,0.9,1,0.1,0.1000
20250526,5,Plumber,0.7,0,0.7,
20250526,6,AC Service,1.2,1,0.2,0.2000
20250526,6,Appliance Repair,1.1,1,0.1,0.1000
20250526,6,Carpenter,0.7,0,0.7,
20250526,7,AC Service,1.9,2,0.1,0.0500
20250526,7,Appliance Repair,1.0,1,0.0,0.0000
20250526,7,Carpenter,1.1,1,0.1,0.1000
20250526,7,Pest Control,0.7,0,0.7,
20250526,7,Plumber,1.2,1,0.2,0.2000
20250526,8,Carpenter,1.3,1,0.3,0.3000
20250526,8,Deep Cleaning,1.2,0,1.2,
20250526,8,Electrician,1.1,1,0.1,0.1000
20250526,8,Painter,0.6,0,0.6,
20250526,8,Plumber,1.2,1,0.2,0.2000
20250526,9,AC Service,1.0,1,0.0,0.0000
20250526,9,Appliance Repair,1.0,1,0.0,0.0000
20250526,9,Deep Cleaning,2.9,0,2.9,
20250526,9,Plumber,1.1,1,0.1,0.1000
20250526,10,Appliance Repair,0.9,1,0.1,0.1000
20250526,11,AC Service,1.0,1,0.0,0.0000
20250526,11,Appliance Repair,1.0,0,1.0,
20250526,11,Deep Cleaning,2.0,0,2.0,
20250526,11,Pest Control,0.8,0,0.8,
20250526,12,AC Service,0.8,1,0.2,0.2000
20250526,13,AC Service,0.9,1,0.1,0.1000
20250526,13,Painter,0.9,1,0.1,0.1000
20250526,13,Plumber,1.1,1,0.1,0.1000
20250526,14,AC Service,2.0,2,0.0,0.0000
20250526,14,Deep Cleaning,2.3,0,2.3,
20250526,14,Electrician,0.9,1,0.1,0.1000
20250526,14,Painter,2.0,0,2.0,
20250526,14,Pest Control,1.1,0,1.1,
20250526,14,Plumber,0.9,1,0.1,0.1000
20250526,15,Appliance Repair,1.0,1,0.0,0.0000
20250526,15,Deep Cleaning,1.1,1,0.1,0.1000
20250526,15,Pest Control,4.5,0,4.5,
20250526,16,AC Service,1.0,1,0.0,0.0000
20250526,16,Appliance Repair,1.0,1,0.0,0.0000
20250526,16,Deep Cleaning,1.0,1,0.0,0.0000
20250526,16,Electrician,1.4,0,1.4,
20250526,16,Pest Control,0.9,1,0.1,0.1000
20250526,16,Plumber,1.1,1,0.1,0.1000
20250526,17,Carpenter,1.0,1,0.0,0.0000
20250526,17,Plumber,1.3,0,1.3,
20250526,18,Plumber,0.9,1,0.1,0.1000
20250526,19,Painter,2.6,0,2.6,
20250526,20,AC Service,2.2,2,0.2,0.1000
20250526,20,Electrician,1.0,1,0.0,0.0000
20250526,20,Plumber,3.9,0,3.9,
20250527,1,Electrician,0.7,0,0.7,
20250527,1,Painter,1.7,0,1.7,
20250527,1,Plumber,0.9,1,0.1,0.1000
20250527,2,Appliance Repair,1.7,2,0.3,0.1500
20250527,2,Deep Cleaning,1.0,1,0.0,0.0000
20250527,2,Electrician,1.1,1,0.1,0.1000
20250527,2,Painter,5.9,0,5.9,
20250527,2,Pest Control,1.0,1,0.0,0.0000
20250527,3,AC Service,0.9,1,0.1,0.1000
20250527,3,Deep Cleaning,1.8,0,1.8,
20250527,3,Pest Control,1.1,1,0.1,0.1000
20250527,4,AC Service,2.3,2,0.3,0.1500
20250527,4,Appliance Repair,1.0,1,0.0,0.0000
20250527,4,Carpenter,0.5,0,0.5,
20250527,4,Deep Cleaning,1.2,1,0.2,0.2000
20250527,4,Electrician,1.0,1,0.0,0.0000
20250527,4,Painter,0.9,0,0.9,
20250527,4,Pest Control,1.3,0,1.3,
20250527,5,Deep Cleaning,1.1,1,0.1,0.1000
20250527,5,Electrician,5.0,0,5.0,
20250527,5,Painter,1.3,1,0.3,0.3000
20250527,6,AC Service,4.9,5,0.1,0.0200
20250527,6,Appliance Repair,0.5,0,0.5,
20250527,6,Carpenter,1.2,1,0.2,0.2000
20250527,6,Painter,0.9,0,0.9,
20250527,6,Plumber,0.6,0,0.6,
20250527,7,AC Service,2.9,3,0.1,0.0333
20250527,7,Electrician,1.0,1,0.0,0.0000
20250527,8,AC Service,1.1,1,0.1,0.1000
20250527,8,Carpenter,0.6,0,0.6,
20250527,8,Electrician,2.6,0,2.6,
20250527,9,Electrician,1.2,0,1.2,
20250527,9,Plumber,3.3,0,3.3,
20250527,10,Appliance Repair,0.8,1,0.2,0.2000
20250527,10,Electrician,1.0,1,0.0,0.0000
20250527,11,Deep Cleaning,1.4,0,1.4,
20250527,12,AC Service,1.2,1,0.2,0.2000
20250527,12,Appliance Repair,1.0,1,0.0,0.0000
20250527,12,Electrician,1.0,1,0.0,0.0000
20250527,13,Plumber,1.1,1,0.1,0.1000
20250527,14,Carpenter,0.9,1,0.1,0.1000
20250527,14,Deep Cleaning,1.1,1,0.1,0.1000
20250527,14,Painter,0.9,0,0.9,
20250527,14,Plumber,0.9,1,0.1,0.1000
20250527,15,Deep Cleaning,0.5,0,0.5,
20250527,16,AC Service,1.0,1,0.0,0.0000
20250527,16,Deep Cleaning,0.8,0,0.8,
20250527,17,Appliance Repair,2.0,0,2.0,
20250527,17,Painter,1.1,0,1.1,
20250527,18,Carpenter,1.0,1,0.0,0.0000
20250527,19,Carpenter,1.5,0,1.5,
20250527,19,Electrician,0.9,1,0.1,0.1000
20250527,19,Pest Control,0.5,0,0.5,
20250527,20,AC Service,1.1,1,0.1,0.1000
20250527,20,Appliance Repair,1.0,1,0.0,0.0000
20250527,20,Carpenter,1.3,1,0.3,0.3000
20250527,20,Electrician,0.7,0,0.7,
20250528,1,AC Service,1.8,2,0.2,0.1000
20250528,1,Carpenter,1.0,1,0.0,0.0000
20250528,1,Deep Cleaning,1.0,1,0.0,0.0000
20250528,1,Plumber,1.1,1,0.1,0.1000
20250528,2,AC Service,1.0,1,0.0,0.0000
20250528,2,Appliance Repair,1.2,0,1.2,
20250528,2,Carpenter,2.2,0,2.2,
20250528,2,Pest Control,1.1,1,0.1,0.1000
20250528,2,Plumber,1.2,1,0.2,0.2000
20250528,3,AC Service,2.0,2,0.0,0.0000
20250528,3,Appliance Repair,1.0,1,0.0,0.0000
20250528,3,Electrician,1.4,0,1.4,
20250528,3,Plumber,0.8,1,0.2,0.2000
20250528,4,AC Service,1.0,1,0.0,0.0000
20250528,4,Appliance Repair,0.8,0,0.8,
20250528,4,Pest Control,1.8,2,0.2,0.1000
20250528,4,Plumber,1.5,0,1.5,
20250528,5,Carpenter,1.1,1,0.1,0.1000
20250528,5,Electrician,2.8,0,2.8,
20250528,5,Painter,1.0,1,0.0,0.0000
20250528,5,Plumber,1.3,1,0.3,0.3000
20250528,6,Appliance Repair,1.0,1,0.0,0.0000
20250528,6,Electrician,1.0,1,0.0,0.0000
20250528,6,Pest Control,0.7,0,0.7,
20250528,7,AC Service,1.2,1,0.2,0.2000
20250528,7,Electrician,1.1,1,0.1,0.1000
20250528,8,AC Service,0.8,1,0.2,0.2000
20250528,8,Appliance Repair,1.0,1,0.0,0.0000
20250528,8,Carpenter,1.1,1,0.1,0.1000
20250528,8,Electrician,1.0,1,0.0,0.0000
20250528,8,Painter,0.9,1,0.1,0.1000
20250528,9,AC Service,1.7,2,0.3,0.1500
20250528,9,Appliance Repair,1.0,1,0.0,0.0000
20250528,9,Painter,0.8,1,0.2,0.2000
20250528,9,Plumber,0.6,0,0.6,
20250528,10,AC Service,1.1,1,0.1,0.1000
20250528,10,Appliance Repair,1.0,1,0.0,0.0000
20250528,10,Pest Control,1.3,0,1.3,
20250528,11,AC Service,1.9,2,0.1,0.0500
20250528,11,Plumber,0.5,0,0.5,
20250528,12,AC Service,2.2,2,0.2,0.1000
20250528,12,Appliance Repair,0.6,0,0.6,
20250528,12,Plumber,0.7,0,0.7,
20250528,13,Deep Cleaning,0.7,0,0.7,
20250528,14,AC Service,1.6,0,1.6,
20250528,14,Plumber,0.6,0,0.6,
20250528,15,AC Service,2.0,2,0.0,0.0000
20250528,15,Carpenter,1.0,0,1.0,
20250528,15,Plumber,0.8,1,0.2,0.2000
20250528,16,Electrician,1.1,1,0.1,0.1000
20250528,17,Appliance Repair,0.5,0,0.5,
20250528,17,Painter,2.3,0,2.3,
20250528,18,Electrician,2.0,0,2.0,
20250528,18,Painter,1.3,0,1.3,
20250528,19,AC Service,0.7,0,0.7,
20250528,19,Carpenter,1.7,0,1.7,
20250528,19,Electrician,1.9,0,1.9,
20250528,20,Appliance Repair,1.1,0,1.1,
20250528,20,Deep Cleaning,0.6,0,0.6,
20250528,20,Electrician,2.7,0,2.7,
20250528,20,Pest Control,3.1,0,3.1,
20250529,1,AC Service,2.1,2,0.1,0.0500
20250529,1,Carpenter,1.0,1,0.0,0.0000
20250529,1,Electrician,0.5,0,0.5,
20250529,2,AC Service,2.2,2,0.2,0.1000
20250529,2,Appliance Repair,0.9,1,0.1,0.1000
20250529,2,Deep Cleaning,0.5,0,0.5,
20250529,2,Plumber,1.0,1,0.0,0.0000
20250529,3,AC Service,4.4,4,0.4,0.1000
20250529,3,Carpenter,0.6,0,0.6,
20250529,4,AC Service,3.0,3,0.0,0.0000
20250529,4,Deep Cleaning,1.5,0,1.5,
20250529,4,Electrician,1.0,1,0.0,0.0000
20250529,4,Painter,0.8,1,0.2,0.2000
20250529,4,Plumber,1.1,1,0.1,0.1000
20250529,5,AC Service,1.1,1,0.1,0.1000
20250529,5,Deep Cleaning,0.8,1,0.2,0.2000
20250529,6,AC Service,2.3,2,0.3,0.1500
20250529,6,Appliance Repair,0.9,1,0.1,0.1000
20250529,6,Painter,1.7,0,1.7,
20250529,7,AC Service,0.9,1,0.1,0.1000
20250529,7,Appliance Repair,1.0,1,0.0,0.0000
20250529,7,Pest Control,0.5,0,0.5,
20250529,8,Appliance Repair,1.1,1,0.1,0.1000
20250529,8,Deep Cleaning,0.8,0,0.8,
20250529,9,AC Service,3.3,3,0.3,0.1000
20250529,9,Electrician,1.1,1,0.1,0.1000
20250529,9,Painter,0.9,1,0.1,0.1000
20250529,9,Pest Control,1.1,1,0.1,0.1000
20250529,9,Plumber,0.6,0,0.6,
20250529,10,AC Service,1.9,2,0.1,0.0500
20250529,10,Carpenter,0.8,1,0.2,0.2000
20250529,10,Plumber,0.9,1,0.1,0.1000
20250529,11,AC Service,1.1,0,1.1,
20250529,11,Deep Cleaning,0.9,1,0.1,0.1000
20250529,11,Pest Control,1.4,0,1.4,
20250529,12,Appliance Repair,1.0,1,0.0,0.0000
20250529,12,Pest Control,1.1,1,0.1,0.1000
20250529,12,Plumber,1.0,0,1.0,
20250529,13,Appliance Repair,2.5,2,0.5,0.2500
20250529,13,Painter,1.0,0,1.0,
20250529,14,AC Service,1.0,1,0.0,0.0000
20250529,15,AC Service,1.4,0,1.4,
20250529,15,Painter,0.9,1,0.1,0.1000
20250529,15,Pest Control,0.8,0,0.8,
20250529,15,Plumber,1.2,1,0.2,0.2000
20250529,16,AC Service,0.5,0,0.5,
20250529,16,Carpenter,1.0,1,0.0,0.0000
20250529,16,Deep Cleaning,0.8,1,0.2,0.2000
20250529,16,Plumber,1.2,1,0.2,0.2000
20250529,17,Electrician,1.2,1,0.2,0.2000
20250529,17,Painter,1.0,1,0.0,0.0000
20250529,18,Deep Cleaning,0.8,0,0.8,
20250529,18,Plumber,1.3,0,1.3,
20250529,19,Electrician,1.6,0,1.6,
20250529,20,AC Service,1.0,1,0.0,0.0000
20250529,20,Pest Control,0.9,0,0.9,
20250529,20,Plumber,1.1,1,0.1,0.1000
20250530,1,AC Service,0.8,1,0.2,0.2000
20250530,1,Deep Cleaning,1.9,0,1.9,
20250530,1,Electrician,1.0,1,0.0,0.0000
20250530,1,Painter,3.4,0,3.4,
20250530,1,Plumber,0.7,0,0.7,
20250530,2,AC Service,1.5,1,0.5,0.5000
20250530,2,Carpenter,0.9,1,0.1,0.1000
20250530,3,AC Service,1.0,1,0.0,0.0000
20250530,3,Appliance Repair,1.1,1,0.1,0.1000
20250530,3,Carpenter,0.7,0,0.7,
20250530,3,Painter,1.4,1,0.4,0.4000
20250530,3,Plumber,0.5,0,0.5,
20250530,4,AC Service,1.7,2,0.3,0.1500
20250530,4,Appliance Repair,2.2,0,2.2,
20250530,4,Deep Cleaning,1.1,1,0.1,0.1000
20250530,4,Painter,1.1,1,0.1,0.1000
20250530,5,AC Service,1.0,1,0.0,0.0000
20250530,5,Electrician,2.0,2,0.0,0.0000
20250530,5,Painter,1.1,1,0.1,0.1000
20250530,5,Pest Control,0.6,0,0.6,
20250530,6,Appliance Repair,1.9,2,0.1,0.0500
20250530,6,Painter,1.2,0,1.2,
20250530,6,Plumber,1.4,1,0.4,0.4000
20250530,7,AC Service,1.6,2,0.4,0.2000
20250530,7,Deep Cleaning,0.9,1,0.1,0.1000
20250530,7,Pest Control,1.1,1,0.1,0.1000
20250530,8,AC Service,0.9,1,0.1,0.1000
20250530,8,Appliance Repair,1.2,1,0.2,0.2000
20250530,9,AC Service,1.0,1,0.0,0.0000
20250530,9,Carpenter,0.8,0,0.8,
20250530,9,Deep Cleaning,0.8,0,0.8,
20250530,9,Electrician,2.2,0,2.2,
20250530,9,Plumber,1.1,1,0.1,0.1000
20250530,10,Appliance Repair,1.0,1,0.0,0.0000
20250530,10,Electrician,0.9,1,0.1,0.1000
20250530,10,Pest Control,3.9,0,3.9,
20250530,11,AC Service,2.0,2,0.0,0.0000
20250530,11,Appliance Repair,2.1,2,0.1,0.0500
20250530,11,Plumber,0.9,1,0.1,0.1000
20250530,12,AC Service,0.5,0,0.5,
20250530,12,Appliance Repair,0.9,1,0.1,0.1000
20250530,13,Appliance Repair,0.8,1,0.2,0.2000
20250530,13,Electrician,5.0,0,5.0,
20250530,13,Painter,2.5,0,2.5,
20250530,13,Pest Control,0.5,0,0.5,
20250530,14,AC Service,1.1,1,0.1,0.1000
20250530,14,Appliance Repair,4.4,0,4.4,
20250530,14,Carpenter,2.0,0,2.0,
20250530,14,Painter,1.0,0,1.0,
20250530,14,Pest Control,1.0,1,0.0,0.0000
20250530,14,Plumber,1.1,1,0.1,0.1000
20250530,15,AC Service,2.4,3,0.6,0.2000
20250530,15,Appliance Repair,1.6,0,1.6,
20250530,15,Carpenter,1.1,1,0.1,0.1000
20250530,16,AC Service,1.0,1,0.0,0.0000
20250530,16,Carpenter,3.1,0,3.1,
20250530,17,AC Service,1.4,0,1.4,
20250530,17,Carpenter,0.5,0,0.5,
20250530,17,Electrician,1.6,0,1.6,
20250530,18,AC Service,1.1,1,0.1,0.1000
20250530,18,Carpenter,1.7,0,1.7,
20250530,18,Deep Cleaning,2.0,0,2.0,
20250530,18,Painter,0.9,0,0.9,
20250530,19,Appliance Repair,2.0,0,2.0,
20250530,19,Carpenter,0.9,0,0.9,
20250530,19,Plumber,1.9,0,1.9,
20250530,20,Carpenter,1.2,0,1.2,
20250531,1,AC Service,2.5,2,0.5,0.2500
20250531,1,Electrician,2.2,0,2.2,
20250531,1,Plumber,1.0,0,1.0,
20250531,2,AC Service,2.5,2,0.5,0.2500
20250531,2,Appliance Repair,1.1,1,0.1,0.1000
20250531,2,Carpenter,1.2,1,0.2,0.2000
20250531,2,Deep Cleaning,0.9,1,0.1,0.1000
20250531,2,Pest Control,1.1,1,0.1,0.1000
20250531,3,AC Service,2.3,2,0.3,0.1500
20250531,3,Carpenter,0.6,0,0.6,
20250531,3,Deep Cleaning,1.5,0,1.5,
20250531,3,Painter,1.1,1,0.1,0.1000
20250531,3,Pest Control,1.2,1,0.2,0.2000
20250531,4,AC Service,3.2,3,0.2,0.0667
20250531,4,Deep Cleaning,1.2,1,0.2,0.2000
20250531,4,Electrician,1.3,1,0.3,0.3000
20250531,4,Painter,0.8,0,0.8,
20250531,5,AC Service,2.4,3,0.6,0.2000
20250531,5,Carpenter,1.9,0,1.9,
20250531,5,Deep Cleaning,2.6,0,2.6,
20250531,5,Plumber,1.4,0,1.4,
20250531,6,Appliance Repair,2.1,2,0.1,0.0500
20250531,6,Deep Cleaning,2.2,0,2.2,
20250531,6,Pest Control,1.2,1,0.2,0.2000
20250531,6,Plumber,0.9,0,0.9,
20250531,7,AC Service,2.0,2,0.0,0.0000
20250531,7,Appliance Repair,0.8,1,0.2,0.2000
20250531,7,Carpenter,2.3,0,2.3,
20250531,7,Painter,0.5,0,0.5,
20250531,7,Pest Control,0.8,0,0.8,
20250531,8,AC Service,2.1,2,0.1,0.0500
20250531,8,Deep Cleaning,0.9,1,0.1,0.1000
20250531,9,AC Service,1.1,1,0.1,0.1000
20250531,9,Carpenter,1.1,1,0.1,0.1000
20250531,10,Pest Control,1.1,1,0.1,0.1000
20250531,10,Plumber,1.8,2,0.2,0.1000
20250531,11,AC Service,0.8,1,0.2,0.2000
20250531,11,Appliance Repair,1.0,0,1.0,
20250531,11,Deep Cleaning,0.9,1,0.1,0.1000
20250531,11,Electrician,0.7,0,0.7,
20250531,12,AC Service,1.0,1,0.0,0.0000
20250531,12,Appliance Repair,2.3,0,2.3,
20250531,12,Carpenter,1.2,0,1.2,
20250531,12,Deep Cleaning,1.0,1,0.0,0.0000
20250531,13,Carpenter,0.6,0,0.6,
20250531,13,Deep Cleaning,1.0,1,0.0,0.0000
20250531,13,Painter,1.1,1,0.1,0.1000
20250531,14,Appliance Repair,1.3,0,1.3,
