DateKey,AreaKey,ServiceKey,Searches,Leads,QuotesSent,Bookings,AvgLeadQualityScore
20250409,17,14,2,0,0,0,0.516
20250409,17,21,18,5,4,1,0.511
20250409,17,22,20,7,6,1,0.507
20250409,17,26,5,1,0,0,0.514
20250409,17,30,5,1,0,0,0.456
20250409,17,34,46,14,8,2,0.494
20250409,18,12,9,3,1,0,0.492
20250409,18,21,4,1,0,0,0.456
20250409,19,1,6,1,0,0,0.431
20250409,19,2,9,2,1,0,0.499
20250409,19,15,5,1,0,0,0.575
20250409,19,24,9,2,1,0,0.385
20250409,19,27,6,2,1,0,0.535
20250409,20,14,36,10,7,1,0.455
20250409,20,17,25,8,7,1,0.428
20250409,20,18,5,2,1,0,0.433
20250409,20,21,4,1,0,0,0.484
20250410,1,7,20,7,3,1,0.595
20250410,1,9,20,5,3,1,0.668
20250410,1,12,13,4,3,1,0.646
20250410,1,13,17,5,3,1,0.501
20250410,1,15,64,16,6,2,0.578
20250410,1,22,11,4,3,1,0.717
20250410,1,23,3,0,0,0,0.603
20250410,1,24,19,5,3,1,0.748
20250410,1,29,18,5,3,1,0.561
20250410,1,33,21,8,5,2,0.631
20250410,1,36,22,7,3,1,0.735
20250410,1,37,16,4,3,1,0.720
20250410,2,3,22,6,4,1,0.769
20250410,2,9,5,1,0,0,0.656
20250410,2,16,11,3,2,1,0.595
20250410,2,18,31,10,6,2,0.737
20250410,2,19,6,1,0,0,0.589
20250410,2,26,9,3,2,1,0.584
20250410,3,12,12,4,3,1,0.719
20250410,3,20,12,3,2,1,0.726
20250410,4,5,26,7,4,1,0.613
20250410,4,21,16,5,3,1,0.514
20250410,4,23,13,4,3,1,0.593
20250410,4,29,3,0,0,0,0.809
20250410,5,6,4,1,0,0,0.627
20250410,5,8,23,6,3,1,0.734
20250410,5,11,11,3,2,1,0.738
20250410,5,12,1,0,0,0,0.588
20250410,5,21,19,7,4,1,0.680
20250410,6,12,16,5,3,1,0.610
20250410,6,21,11,4,3,1,0.580
20250410,6,29,3,0,0,0,0.639
20250410,6,31,12,4,3,1,0.686
20250410,6,34,14,3,2,1,0.643
20250410,7,3,19,5,3,1,0.649
20250410,7,24,10,3,2,1,0.633
20250410,7,26,14,5,3,1,0.568
20250410,8,13,4,1,0,0,0.479
20250410,8,15,11,4,2,1,0.693
20250410,8,17,5,1,0,0,0.488
20250410,8,24,24,6,4,1,0.616
20250410,8,25,4,1,0,0,0.522
20250410,8,34,30,7,4,1,0.581
20250410,9,14,21,5,3,1,0.564
20250410,9,25,3,0,0,0,0.607
20250410,9,26,7,1,0,0,0.638
20250410,9,28,9,3,2,0,0.605
20250410,9,34,15,4,3,1,0.506
20250410,9,36,23,7,4,1,0.574
20250410,9,37,33,9,4,1,0.569
20250410,10,24,13,5,2,1,0.575
20250410,10,31,9,2,1,0,0.579
20250410,10,33,2,0,0,0,0.716
20250410,10,36,2,0,0,0,0.605
20250410,11,18,2,0,0,0,0.505
20250410,11,21,12,4,3,1,0.582
20250410,11,22,14,5,3,1,0.569
20250410,11,24,8,3,1,0,0.564
20250410,11,25,13,5,4,1,0.624
20250410,11,26,29,7,4,1,0.577
20250410,11,33,1,0,0,0,0.540
20250410,12,10,4,0,0,0,0.627
20250410,12,15,13,4,3,1,0.567
20250410,12,24,9,1,0,0,0.539
20250410,12,33,13,4,3,1,0.560
20250410,13,1,14,5,3,1,0.511
20250410,13,6,16,4,3,1,0.595
20250410,13,14,2,0,0,0,0.551
20250410,13,22,22,7,4,1,0.589
20250410,14,18,2,0,0,0,0.541
20250410,14,26,9,2,1,0,0.572
20250410,14,33,7,2,1,0,0.586
20250410,15,18,13,5,4,1,0.604
20250410,15,29,8,2,1,0,0.567
20250410,16,4,1,0,0,0,0.636
20250410,16,7,15,5,4,1,0.562
20250410,16,10,2,0,0,0,0.554
20250410,16,21,17,6,3,1,0.642
20250410,16,23,10,4,3,1,0.502
20250410,17,8,5,1,0,0,0.550
20250410,17,11,8,1,0,0,0.420
20250410,17,12,1,0,0,0,0.385
20250410,17,14,7,2,1,0,0.394
20250410,17,34,20,6,4,1,0.476
20250410,18,1,1,0,0,0,0.410
20250410,18,5,5,1,0,0,0.481
20250410,18,21,25,7,4,1,0.533
20250410,19,11,28,8,5,1,0.567
20250410,19,21,3,0,0,0,0.475
20250410,19,24,6,1,0,0,0.360
20250410,19,37,2,0,0,0,0.429
20250410,20,16,25,8,5,1,0.422
20250410,20,18,9,2,1,0,0.476
20250410,20,25,26,7,5,1,0.343
20250411,1,9,2,0,0,0,0.656
20250411,1,11,19,6,3,1,0.613
20250411,1,12,3,0,0,0,0.626
20250411,1,15,16,4,3,1,0.680
20250411,1,21,30,11,8,3,0.554
20250411,1,24,21,5,3,1,0.620
20250411,1,27,3,0,0,0,0.658
20250411,2,16,20,5,3,1,0.691
20250411,2,25,23,5,3,1,0.701
20250411,2,37,5,1,0,0,0.647
20250411,3,1,8,2,1,0,0.648
20250411,3,11,18,7,4,1,0.769
20250411,3,14,16,5,3,1,0.596
20250411,3,21,40,14,9,3,0.609
20250411,3,23,17,6,3,1,0.673
20250411,3,27,1,0,0,0,0.775
20250411,3,35,2,0,0,0,0.609
20250411,4,1,5,1,0,0,0.574
20250411,4,5,17,5,3,1,0.562
20250411,4,21,14,4,3,1,0.716
20250411,4,37,16,5,3,1,0.775
20250411,5,1,28,7,4,1,0.700
20250411,5,4,8,2,1,0,0.671
20250411,5,12,9,3,2,0,0.618
20250411,5,16,6,2,0,0,0.637
20250411,5,20,8,2,1,0,0.596
20250411,5,34,7,2,1,0,0.562
20250411,5,36,14,4,3,1,0.779
20250411,6,21,24,6,4,2,0.693
20250411,6,26,2,0,0,0,0.729
20250411,6,36,23,6,3,1,0.682
20250411,7,20,11,4,3,1,0.614
20250411,7,26,3,0,0,0,0.622
20250411,7,33,1,0,0,0,0.692
20250411,8,1,5,1,0,0,0.424
20250411,8,20,19,5,3,1,0.576
20250411,8,21,11,5,3,1,0.587
20250411,8,34,18,6,4,1,0.616
20250411,9,23,28,7,4,1,0.547
20250411,10,1,4,1,0,0,0.637
20250411,10,11,20,5,4,1,0.624
20250411,10,16,17,5,4,1,0.666
20250411,10,20,15,4,3,1,0.650
20250411,10,21,1,0,0,0,0.569
20250411,10,24,4,1,0,0,0.690
20250411,10,33,21,5,4,1,0.550
20250411,10,34,22,6,3,1,0.423
20250411,11,3,4,1,0,0,0.487
20250411,11,18,8,2,1,0,0.608
20250411,11,24,22,6,4,1,0.564
20250411,11,28,7,1,0,0,0.660
20250411,12,16,19,5,3,1,0.635
20250411,12,18,26,11,7,2,0.638
20250411,12,21,8,2,1,0,0.578
20250411,12,25,6,2,1,0,0.585
20250411,12,27,8,2,1,0,0.689
20250411,12,36,7,2,1,0,0.582
20250411,14,1,1,0,0,0,0.524
20250411,14,16,3,0,0,0,0.569
20250411,14,21,13,5,3,1,0.552
20250411,14,25,9,2,1,0,0.555
20250411,14,33,14,4,3,1,0.562
20250411,15,25,15,6,3,1,0.536
20250411,15,27,9,2,1,0,0.625
20250411,15,28,22,6,4,1,0.609
20250411,15,33,4,0,0,0,0.598
20250411,16,23,19,5,4,1,0.643
20250411,16,28,7,2,1,0,0.705
20250411,17,1,2,0,0,0,0.607
20250411,17,3,21,6,4,1,0.409
20250411,17,5,22,6,4,1,0.488
20250411,17,16,7,2,1,0,0.375
20250411,17,21,17,5,4,1,0.479
20250411,17,22,35,9,5,1,0.378
20250411,17,28,8,2,1,0,0.515
20250411,17,34,2,0,0,0,0.550
20250411,18,11,21,6,4,1,0.410
20250411,18,20,19,6,4,1,0.453
20250411,18,28,4,0,0,0,0.511
20250411,18,30,7,2,1,0,0.467
20250411,19,17,9,2,1,0,0.519
20250411,19,18,48,12,7,1,0.584
20250411,19,21,31,10,6,1,0.494
20250411,19,26,1,0,0,0,0.545
20250411,19,33,1,0,0,0,0.406
20250411,20,1,6,1,0,0,0.412
20250411,20,36,27,8,5,1,0.530
20250412,1,21,15,4,3,1,0.588
20250412,1,24,34,6,3,1,0.823
20250412,1,28,18,7,6,2,0.665
20250412,1,31,3,0,0,0,0.727
20250412,1,33,14,5,3,1,0.646
20250412,2,24,35,8,5,2,0.748
20250412,2,25,20,7,4,1,0.636
20250412,2,31,7,2,1,0,0.733
20250412,3,8,11,4,3,1,0.736
20250412,3,12,6,1,0,0,0.556
20250412,3,15,16,4,3,1,0.639
20250412,3,17,24,6,3,1,0.636
20250412,3,18,11,4,3,1,0.669
20250412,3,19,13,4,3,1,0.720
20250412,3,21,14,4,3,1,0.745
20250412,3,22,28,9,7,3,0.614
20250412,3,24,20,6,4,1,0.684
20250412,3,27,17,5,3,1,0.605
20250412,3,33,38,10,7,2,0.713
20250412,4,24,15,4,3,1,0.661
20250412,4,26,14,5,3,1,0.593
20250412,4,30,14,5,3,1,0.752
20250412,4,33,12,4,2,1,0.602
20250412,4,37,30,7,4,1,0.677
20250412,5,12,13,4,3,1,0.603
20250412,5,16,5,2,1,0,0.659
20250412,5,24,11,4,3,1,0.733
20250412,5,29,8,2,1,0,0.740
20250412,5,33,3,1,0,0,0.742
20250412,5,36,5,1,0,0,0.654
20250412,6,14,18,6,3,1,0.706
20250412,6,21,43,12,10,4,0.684
20250412,6,26,18,5,3,1,0.639
20250412,6,31,18,5,3,1,0.654
20250412,7,3,7,2,1,0,0.641
20250412,7,21,17,7,4,1,0.697
20250412,7,34,11,4,2,1,0.695
20250412,8,11,19,7,4,1,0.676
20250412,8,12,18,6,3,1,0.595
20250412,8,18,26,7,3,1,0.533
20250412,8,21,21,8,5,2,0.540
20250412,8,26,16,5,4,1,0.631
20250412,8,29,8,2,1,0,0.572
20250412,8,37,22,6,3,1,0.667
20250412,9,16,6,1,0,0,0.564
20250412,9,19,40,12,6,2,0.554
20250412,9,20,9,3,1,0,0.472
20250412,9,21,13,6,5,2,0.600
20250412,10,4,7,2,1,0,0.558
20250412,10,8,3,0,0,0,0.566
20250412,10,21,17,5,3,1,0.581
20250412,10,28,4,1,0,0,0.629
20250412,11,12,12,5,3,1,0.637
20250412,11,16,16,4,3,1,0.656
20250412,11,24,18,6,4,1,0.704
20250412,11,27,16,6,4,1,0.657
20250412,11,29,13,3,2,1,0.667
20250412,11,30,1,0,0,0,0.637
20250412,11,33,12,4,3,1,0.559
20250412,12,12,9,3,2,0,0.616
20250412,12,24,5,1,0,0,0.629
20250412,13,5,17,6,3,1,0.633
20250412,13,11,2,0,0,0,0.566
20250412,13,18,23,7,4,1,0.643
20250412,13,29,20,6,3,1,0.588
20250412,13,34,25,7,4,1,0.536
20250412,14,1,3,0,0,0,0.655
20250412,14,9,24,6,4,1,0.615
20250412,14,14,5,1,0,0,0.655
20250412,14,21,5,1,0,0,0.441
20250412,14,22,4,1,0,0,0.589
20250412,14,25,21,6,4,1,0.549
20250412,15,6,5,1,0,0,0.565
20250412,15,16,3,0,0,0,0.572
20250412,15,18,8,2,0,0,0.588
20250412,15,26,25,7,4,1,0.553
20250412,15,33,18,6,4,1,0.615
20250412,16,16,3,0,0,0,0.696
20250412,16,21,26,6,4,1,0.616
20250412,16,24,19,5,4,1,0.670
20250412,16,32,13,5,4,1,0.599
20250412,16,33,3,0,0,0,0.607
20250412,17,1,24,6,4,1,0.519
20250412,17,3,8,2,1,0,0.392
20250412,17,16,27,7,5,1,0.382
20250412,17,22,19,6,4,1,0.512
20250412,17,25,1,0,0,0,0.455
20250412,17,31,2,0,0,0,0.388
20250412,18,12,26,8,6,1,0.493
20250412,18,26,30,9,5,1,0.518
20250412,18,27,3,1,0,0,0.469
20250412,18,31,7,1,0,0,0.476
20250412,18,33,1,0,0,0,0.430
20250412,19,12,28,8,5,1,0.470
20250412,19,21,18,7,5,1,0.405
20250412,19,22,24,6,4,1,0.518
20250412,19,25,4,1,0,0,0.383
20250412,19,26,29,8,4,1,0.378
20250412,19,27,4,1,0,0,0.504
20250412,19,29,1,0,0,0,0.422
20250412,19,37,8,2,1,0,0.565
20250412,20,12,5,1,0,0,0.454
20250412,20,22,16,5,3,1,0.484
20250412,20,25,20,7,5,1,0.345
20250412,20,26,20,5,4,1,0.458
20250412,20,27,8,1,0,0,0.535
20250412,20,35,14,4,3,1,0.453
20250413,1,3,19,5,3,1,0.673
20250413,1,14,9,2,1,0,0.729
20250413,1,17,5,1,0,0,0.561
20250413,1,18,15,5,3,1,0.663
20250413,1,21,20,5,3,1,0.716
20250413,1,22,52,13,7,2,0.649
20250413,1,24,10,3,2,1,0.702
20250413,1,27,17,4,3,1,0.735
20250413,1,29,33,7,5,1,0.649
20250413,2,1,9,3,2,0,0.621
20250413,2,3,19,5,3,1,0.609
20250413,2,12,6,1,0,0,0.655
20250413,2,14,14,4,3,1,0.664
20250413,2,25,29,6,4,1,0.657
20250413,2,33,23,6,4,2,0.679
20250413,3,3,28,5,3,1,0.660
20250413,3,5,5,1,0,0,0.657
20250413,3,21,14,5,3,1,0.626
20250413,3,29,22,6,4,1,0.528
20250413,3,32,19,6,4,1,0.678
20250413,3,34,16,5,3,1,0.782
20250413,4,6,20,5,3,1,0.663
20250413,4,13,20,5,4,1,0.559
20250413,4,16,13,3,2,1,0.670
20250413,4,34,2,0,0,0,0.670
20250413,4,36,15,4,3,1,0.608
20250413,5,11,2,0,0,0,0.697
20250413,5,22,18,5,3,1,0.595
20250413,5,24,4,1,0,0,0.694
20250413,6,8,17,5,3,1,0.689
20250413,6,11,22,5,3,1,0.792
20250413,6,22,12,3,2,1,0.571
20250413,6,24,27,8,5,2,0.560
20250413,6,25,17,5,3,1,0.676
20250413,7,1,57,16,8,2,0.710
20250413,7,4,5,1,0,0,0.608
20250413,7,14,1,0,0,0,0.673
20250413,7,30,14,4,2,1,0.636
20250413,8,18,18,5,3,1,0.549
20250413,8,21,15,7,4,1,0.630
20250413,9,8,33,7,4,1,0.541
20250413,9,10,19,4,3,1,0.566
20250413,9,31,1,0,0,0,0.590
20250413,9,36,14,5,3,1,0.524
20250413,10,21,35,10,7,2,0.596
20250413,10,37,29,7,4,1,0.617
20250413,11,21,40,12,6,2,0.523
20250413,11,22,22,7,4,1,0.561
20250413,11,23,6,2,1,0,0.618
20250413,12,20,23,5,3,1,0.629
20250413,12,21,20,6,4,1,0.654
20250413,12,22,15,5,4,1,0.519
20250413,12,24,4,0,0,0,0.556
20250413,12,25,12,4,3,1,0.601
20250413,12,26,24,6,4,1,0.424
20250413,13,36,22,7,4,1,0.535
20250413,14,7,7,1,0,0,0.688
20250413,14,15,8,2,1,0,0.627
20250413,14,21,23,7,3,1,0.523
20250413,14,26,8,2,1,0,0.475
20250413,14,29,2,0,0,0,0.624
20250413,15,1,18,8,5,1,0.580
20250413,15,15,4,1,0,0,0.599
20250413,15,26,21,5,3,1,0.571
20250413,16,16,13,4,3,1,0.632
20250413,16,23,24,6,3,1,0.509
20250413,16,26,23,7,4,1,0.544
20250413,16,30,1,0,0,0,0.449
20250413,16,33,16,5,4,1,0.516
20250413,17,16,28,7,4,1,0.458
20250413,17,21,1,0,0,0,0.478
20250413,17,22,2,0,0,0,0.474
20250413,17,24,5,1,0,0,0.514
20250413,18,23,2,0,0,0,0.588
20250413,18,24,4,1,0,0,0.421
20250413,18,28,24,10,6,1,0.624
20250413,19,11,4,1,0,0,0.285
20250413,19,24,20,6,4,1,0.527
20250413,19,25,16,6,4,1,0.408
20250413,19,28,22,6,4,1,0.462
20250413,19,29,33,7,4,1,0.413
20250413,19,34,8,4,2,0,0.434
20250413,20,1,27,8,5,1,0.539
20250413,20,5,37,14,6,1,0.487
20250413,20,14,2,0,0,0,0.488
20250413,20,21,40,12,6,1,0.445
20250413,20,33,38,10,5,1,0.397
20250413,20,34,9,1,0,0,0.555
20250413,20,37,5,1,0,0,0.393
20250414,1,1,17,4,3,1,0.717
20250414,1,18,14,4,3,1,0.679
20250414,1,21,16,4,3,1,0.660
20250414,1,24,15,5,3,1,0.585
20250414,1,26,6,1,0,0,0.674
20250414,1,33,40,8,6,2,0.663
20250414,1,37,10,3,2,1,0.673
20250414,2,10,17,4,2,1,0.724
20250414,2,14,16,5,3,1,0.645
20250414,2,18,4,1,0,0,0.682
20250414,2,19,22,5,3,1,0.647
20250414,2,25,22,6,4,1,0.680
20250414,3,22,16,4,3,1,0.769
20250414,3,23,14,3,2,1,0.634
20250414,4,1,15,5,3,1,0.678
20250414,4,6,12,4,3,1,0.703
20250414,4,12,34,7,5,2,0.699
20250414,4,18,4,1,0,0,0.676
20250414,4,25,16,5,3,1,0.640
20250414,4,30,4,1,0,0,0.668
20250414,5,12,17,4,3,1,0.701
20250414,5,18,21,5,3,1,0.619
20250414,5,24,1,0,0,0,0.653
20250414,5,27,8,2,1,0,0.703
20250414,5,31,3,0,0,0,0.715
20250414,6,11,1,0,0,0,0.600
20250414,6,17,7,2,1,0,0.735
20250414,6,18,13,5,3,1,0.609
20250414,6,31,3,0,0,0,0.654
20250414,7,12,20,6,3,1,0.627
20250414,7,15,10,3,2,1,0.623
20250414,7,27,18,5,3,1,0.591
20250414,7,33,13,3,2,1,0.569
20250414,8,14,30,8,5,1,0.519
20250414,8,24,25,6,4,1,0.613
20250414,9,15,16,5,4,1,0.522
20250414,9,32,5,1,0,0,0.547
20250414,9,37,7,2,1,0,0.562
20250414,10,16,21,6,3,1,0.447
20250414,10,20,20,6,4,1,0.697
20250414,10,22,17,5,3,1,0.580
20250414,10,23,31,6,4,1,0.639
20250414,10,25,14,4,3,1,0.522
20250414,10,31,1,0,0,0,0.687
20250414,10,32,2,0,0,0,0.703
20250414,10,35,3,0,0,0,0.534
20250414,11,14,14,4,3,1,0.518
20250414,11,17,6,1,0,0,0.427
20250414,11,18,24,7,3,1,0.562
20250414,11,30,7,1,0,0,0.459
20250414,11,36,23,7,4,1,0.575
20250414,12,13,1,0,0,0,0.575
20250414,12,22,12,4,3,1,0.497
20250414,12,26,18,6,3,1,0.604
20250414,13,5,3,0,0,0,0.695
20250414,13,6,1,0,0,0,0.559
20250414,13,22,8,3,2,0,0.478
20250414,13,37,14,4,3,1,0.552
20250414,14,2,13,4,3,1,0.665
20250414,14,3,17,4,3,1,0.561
20250414,14,16,2,0,0,0,0.601
20250414,14,19,6,1,0,0,0.671
20250414,14,24,13,5,3,1,0.499
20250414,14,29,9,2,1,0,0.538
20250414,15,11,6,1,0,0,0.571
20250414,15,16,11,4,3,1,0.616
20250414,15,21,2,0,0,0,0.680
20250414,16,4,3,0,0,0,0.647
20250414,16,11,27,8,5,1,0.530
20250414,16,21,7,1,0,0,0.574
20250414,16,33,13,4,3,1,0.580
20250414,17,8,7,1,0,0,0.485
20250414,17,14,3,0,0,0,0.458
20250414,17,18,5,1,0,0,0.475
20250414,17,34,3,0,0,0,0.431
20250414,18,11,6,2,1,0,0.560
20250414,18,14,4,1,0,0,0.431
20250414,18,15,1,0,0,0,0.547
20250414,18,29,7,2,1,0,0.393
20250414,19,2,1,0,0,0,0.494
20250414,19,13,2,0,0,0,0.532
20250414,19,21,25,8,5,1,0.503
20250414,19,25,18,6,4,1,0.487
20250414,19,27,6,2,1,0,0.558
20250414,19,31,4,1,0,0,0.457
20250414,20,7,6,1,0,0,0.470
20250414,20,18,9,2,1,0,0.521
20250415,1,18,11,4,3,1,0.731
20250415,1,26,17,5,3,1,0.610
20250415,1,37,20,5,3,1,0.771
20250415,2,1,15,4,3,1,0.767
20250415,2,3,15,5,3,1,0.643
20250415,2,6,15,4,3,1,0.709
20250415,2,12,30,10,5,2,0.680
20250415,2,25,2,0,0,0,0.684
20250415,2,29,13,3,2,1,0.613
20250415,2,31,26,8,5,2,0.701
20250415,2,35,2,0,0,0,0.760
20250415,3,3,1,0,0,0,0.586
20250415,3,11,6,2,1,0,0.653
20250415,3,23,9,3,2,1,0.652
20250415,3,31,16,6,3,1,0.625
20250415,4,13,6,2,1,0,0.771
20250415,4,16,11,3,2,1,0.630
20250415,4,21,10,3,2,1,0.705
20250415,4,24,21,6,3,1,0.722
20250415,4,28,7,2,1,0,0.769
20250415,5,1,12,4,3,1,0.607
20250415,5,21,18,9,5,2,0.629
20250415,5,23,20,5,3,1,0.766
20250415,5,24,15,6,3,1,0.687
20250415,5,28,13,6,3,1,0.652
20250415,5,34,9,3,2,1,0.662
20250415,6,1,6,2,1,0,0.568
20250415,6,3,18,5,3,1,0.636
20250415,6,22,23,7,4,1,0.776
20250415,6,27,3,0,0,0,0.661
20250415,6,31,5,1,0,0,0.653
20250415,6,33,11,3,2,1,0.681
20250415,7,23,14,5,3,1,0.615
20250415,7,37,18,6,3,1,0.603
20250415,8,13,25,5,4,1,0.549
20250415,8,22,5,1,0,0,0.630
20250415,8,28,1,0,0,0,0.505
20250415,8,32,23,7,4,1,0.543
20250415,8,36,1,0,0,0,0.440
20250415,9,14,20,6,4,1,0.516
20250415,9,23,8,2,1,0,0.578
20250415,9,26,13,5,3,1,0.651
20250415,10,20,8,2,1,0,0.589
20250415,10,22,12,4,3,1,0.592
20250415,10,26,19,6,3,1,0.581
20250415,10,28,16,5,4,1,0.524
20250415,11,29,7,1,0,0,0.532
20250415,12,6,7,2,1,0,0.632
20250415,12,7,12,5,3,1,0.617
20250415,12,24,16,5,3,1,0.592
20250415,12,25,7,1,0,0,0.545
20250415,12,37,3,1,0,0,0.609
20250415,13,16,4,1,0,0,0.658
20250415,13,21,1,0,0,0,0.611
20250415,14,23,1,0,0,0,0.638
20250415,14,31,6,1,0,0,0.617
20250415,15,5,15,5,4,1,0.492
20250415,15,20,3,0,0,0,0.570
20250415,15,24,1,0,0,0,0.560
20250415,15,26,16,5,4,1,0.597
20250415,15,33,4,1,0,0,0.624
20250415,15,36,21,6,4,1,0.658
20250415,16,1,22,7,4,1,0.631
20250415,16,3,1,0,0,0,0.584
20250415,16,18,2,0,0,0,0.665
20250415,17,3,9,3,1,0,0.453
20250415,17,12,19,5,4,1,0.538
20250415,17,14,26,8,5,1,0.436
20250415,17,16,2,0,0,0,0.454
20250415,17,20,30,9,4,1,0.502
20250415,17,21,31,8,5,1,0.389
20250415,17,23,32,7,5,1,0.504
20250415,17,29,9,2,1,0,0.517
20250415,18,15,4,1,0,0,0.458
20250415,18,16,4,1,0,0,0.444
20250415,18,21,18,6,4,1,0.567
20250415,18,26,30,10,6,1,0.440
20250415,18,29,4,1,0,0,0.538
20250415,18,30,6,2,1,0,0.387
20250415,19,15,7,1,0,0,0.471
20250415,19,26,40,10,6,1,0.450
20250415,19,32,7,2,1,0,0.429
20250415,20,3,8,2,1,0,0.547
20250415,20,14,22,6,4,1,0.434
20250415,20,20,3,0,0,0,0.495
20250415,20,26,22,7,4,1,0.521
20250416,1,3,12,6,3,1,0.607
20250416,1,5,2,0,0,0,0.750
20250416,1,16,8,2,1,0,0.682
20250416,1,21,18,5,3,1,0.691
20250416,1,26,17,5,3,1,0.641
20250416,1,33,12,4,3,1,0.820
20250416,1,36,3,1,0,0,0.626
20250416,2,1,17,4,3,1,0.622
20250416,2,8,14,5,3,1,0.717
20250416,2,21,15,4,3,1,0.669
20250416,2,22,12,4,3,1,0.654
20250416,2,26,15,5,4,1,0.752
20250416,2,29,8,2,1,0,0.697
20250416,3,6,4,1,0,0,0.672
20250416,3,24,17,4,2,1,0.671
20250416,3,26,24,7,5,2,0.661
20250416,3,28,10,3,2,1,0.651
20250416,3,35,16,4,3,1,0.685
20250416,4,11,7,1,0,0,0.639
20250416,4,33,15,4,2,1,0.755
20250416,5,13,7,1,0,0,0.700
20250416,5,21,28,7,6,2,0.562
20250416,5,24,15,5,3,1,0.657
20250416,6,1,26,6,3,1,0.686
20250416,6,5,12,3,2,1,0.573
20250416,6,12,16,5,3,1,0.581
20250416,6,18,16,5,3,1,0.677
20250416,6,21,11,3,2,1,0.637
20250416,6,29,6,1,0,0,0.527
20250416,6,36,12,4,2,1,0.746
20250416,7,11,11,4,3,1,0.808
20250416,7,12,20,5,3,1,0.767
20250416,7,18,19,4,3,1,0.639
20250416,7,24,8,2,1,0,0.603
20250416,7,27,20,7,3,1,0.675
20250416,7,33,6,1,0,0,0.749
20250416,7,36,20,6,4,1,0.562
20250416,8,4,4,1,0,0,0.511
20250416,8,12,12,5,3,1,0.708
20250416,8,24,19,6,4,1,0.577
20250416,8,25,2,0,0,0,0.637
20250416,9,11,7,1,0,0,0.421
20250416,9,12,1,0,0,0,0.596
20250416,9,21,28,6,4,1,0.511
20250416,9,24,16,5,3,1,0.646
20250416,9,35,26,7,4,1,0.526
20250416,10,5,6,1,0,0,0.542
20250416,10,14,19,5,3,1,0.612
20250416,10,23,10,4,3,1,0.688
20250416,11,6,6,2,1,0,0.567
20250416,11,10,5,1,0,0,0.553
20250416,11,15,5,1,0,0,0.678
20250416,11,21,21,6,4,1,0.541
20250416,11,24,24,6,3,1,0.652
20250416,11,29,1,0,0,0,0.559
20250416,12,1,5,1,0,0,0.594
20250416,12,12,25,6,3,1,0.642
20250416,12,37,2,0,0,0,0.651
20250416,13,7,1,0,0,0,0.508
20250416,13,11,30,7,4,1,0.624
20250416,13,21,26,7,4,1,0.631
20250416,13,27,1,0,0,0,0.552
20250416,14,16,4,1,0,0,0.553
20250416,14,21,21,7,4,1,0.624
20250416,14,28,2,0,0,0,0.599
20250416,15,14,6,1,0,0,0.672
20250416,15,20,9,3,2,0,0.529
20250416,16,12,1,0,0,0,0.539
20250416,16,18,2,0,0,0,0.631
20250416,16,22,22,5,3,1,0.635
20250416,16,25,4,1,0,0,0.507
20250416,16,29,19,5,4,1,0.560
20250416,16,34,5,1,0,0,0.597
20250416,17,6,6,2,1,0,0.455
20250416,17,20,20,5,4,1,0.402
20250416,17,26,22,6,4,1,0.431
20250416,17,34,19,6,4,1,0.451
20250416,18,16,7,2,1,0,0.451
20250416,18,21,19,5,4,1,0.518
20250416,19,14,8,2,1,0,0.459
20250416,19,18,3,0,0,0,0.480
20250416,19,22,8,3,1,0,0.482
20250417,1,1,16,4,3,1,0.728
20250417,1,14,21,6,3,1,0.650
20250417,1,17,8,3,2,0,0.640
20250417,1,18,1,0,0,0,0.651
20250417,2,15,23,6,4,1,0.678
20250417,2,20,12,4,3,1,0.774
20250417,2,23,14,4,3,1,0.577
20250417,3,1,7,2,1,0,0.600
20250417,3,21,28,7,6,2,0.696
20250417,3,24,6,1,0,0,0.511
20250417,3,26,36,11,5,2,0.606
20250417,3,30,3,0,0,0,0.726
20250417,3,31,24,7,4,1,0.695
20250417,3,34,8,2,1,0,0.623
20250417,4,6,5,1,0,0,0.624
20250417,4,11,14,5,3,1,0.673
20250417,4,23,25,10,6,2,0.608
20250417,4,29,18,7,3,1,0.698
20250417,4,31,16,4,3,1,0.666
20250417,4,33,8,1,0,0,0.711
20250417,5,20,1,0,0,0,0.688
20250417,5,24,14,5,3,1,0.735
20250417,5,25,28,8,4,1,0.731
20250417,6,11,18,6,3,1,0.662
20250417,6,24,1,0,0,0,0.637
20250417,6,26,4,1,0,0,0.645
20250417,6,32,3,0,0,0,0.694
20250417,6,33,5,1,0,0,0.632
20250417,6,34,12,4,3,1,0.714
20250417,7,3,16,5,3,1,0.704
20250417,7,7,11,4,3,1,0.628
20250417,7,12,2,0,0,0,0.490
20250417,7,21,6,1,0,0,0.737
20250417,7,33,17,5,3,1,0.691
20250417,8,17,4,1,0,0,0.693
20250417,8,21,15,4,3,1,0.610
20250417,8,24,17,6,4,1,0.598
20250417,9,31,3,0,0,0,0.557
20250417,9,34,17,7,4,1,0.640
20250417,10,6,18,5,3,1,0.619
20250417,10,8,8,2,1,0,0.596
20250417,10,12,16,5,3,1,0.497
20250417,10,18,8,1,0,0,0.637
20250417,10,25,1,0,0,0,0.562
20250417,10,28,2,0,0,0,0.514
20250417,10,34,21,8,4,1,0.606
20250417,11,1,31,8,4,1,0.504
20250417,11,22,14,6,3,1,0.638
