BookingID,DateKey,BookingTimestamp,CustomerKey,ProKey,ServiceKey,AreaKey,Channel,BookingStatus,QuotedAmountINR,FinalAmountINR,DiscountINR,CommissionPct,PlatformRevenueINR,MaterialCostINR,PaymentMode,TimeToAssignMins,ResponseTimeMins,JobDurationMins,SLAMetFlag,CustomerRating,ReviewSentiment,IsRepeatCustomer,PredictedPriceINR,PredictedETAMins,ActualETAMins,MatchScore,FraudScore,ChurnRiskScore,IsFirstTimeFix,ReopenedWithin7Days
BK0010777,20250715,2025-07-15 19:41:59,664,313,25,13,Phone,Completed,4320.00,3800.00,520.00,22.0,836.00,551.07,UPI,10,24,270,1,5,Positive,1,4418,35,30,0.809,0.024,0.301,1,0
BK0010778,20250715,2025-07-15 20:10:21,3717,535,14,10,Phone,Completed,1550.00,1430.00,120.00,19.0,271.70,171.74,UPI,11,19,68,1,5,Positive,1,1674,30,51,0.868,0.011,0.054,1,0
BK0010779,20250715,2025-07-15 20:10:58,3604,326,14,7,App,Completed,1150.00,1030.00,120.00,22.0,226.60,113.98,Cash,6,35,58,1,4,Positive,1,1204,63,62,0.860,0.052,0.065,1,0
BK0010780,20250715,2025-07-15 20:18:58,840,383,31,2,Web,CancelledByCustomer,1470.00,0.00,240.00,21.0,0.00,0.00,UPI,7,16,,,,,1,1481,53,,0.761,0.097,0.376,,
BK0010781,20250715,2025-07-15 20:56:22,6321,771,8,2,App,Completed,11050.00,11840.00,790.00,15.0,1776.00,5648.00,NetBanking,10,18,433,1,5,Positive,0,11179,69,74,0.799,0.062,0.616,0,0
BK0010782,20250715,2025-07-15 21:33:45,1731,381,12,15,Web,Rescheduled,360.00,0.00,0.00,22.0,0.00,0.00,Wallet,12,15,,,,,1,352,86,,0.739,0.103,0.326,,
BK0010783,20250715,2025-07-15 22:35:00,6322,701,15,6,App,NoShow,1530.00,0.00,90.00,19.0,0.00,0.00,UPI,13,45,,,,,0,1178,64,,0.864,0.009,0.427,,
BK0010784,20250715,2025-07-15 23:53:11,2895,376,12,8,App,Completed,330.00,280.00,50.00,22.0,61.60,46.83,UPI,43,49,24,1,4,Positive,1,359,97,87,0.643,0.043,0.296,1,0
BK0010785,20250715,2025-07-15 23:59:43,6323,839,34,17,WhatsApp,Completed,1540.00,1540.00,0.00,20.0,308.00,585.89,UPI,22,19,81,1,5,Positive,0,1584,46,51,0.735,0.103,0.339,1,0
BK0010786,20250716,2025-07-16 01:38:01,6324,275,34,14,WhatsApp,CancelledByCustomer,1720.00,0.00,170.00,20.0,0.00,0.00,UPI,8,24,,,,,0,1929,73,,0.710,0.046,0.010,,
BK0010787,20250716,2025-07-16 07:04:32,6325,111,32,7,App,Completed,4280.00,4000.00,280.00,21.0,840.00,1626.55,Card,5,28,143,0,2,Negative,0,4527,150,159,0.754,0.069,0.311,1,0
BK0010788,20250716,2025-07-16 07:09:45,6326,495,18,19,App,Completed,530.00,460.00,70.00,20.0,92.00,86.49,UPI,13,26,64,1,5,Positive,0,495,35,42,0.903,0.005,0.343,1,0
BK0010789,20250716,2025-07-16 07:14:50,2276,124,34,3,App,Rescheduled,1640.00,0.00,0.00,20.0,0.00,0.00,UPI,8,29,,,,,1,1466,78,,0.707,0.124,0.316,,
BK0010790,20250716,2025-07-16 07:50:33,6327,229,4,16,App,Completed,13570.00,14330.00,760.00,15.0,2149.50,5469.63,NetBanking,3,17,689,1,4,Positive,0,14658,44,46,0.737,0.103,0.295,1,0
BK0010791,20250716,2025-07-16 08:15:36,6328,350,27,8,App,Completed,1360.00,1360.00,0.00,19.0,258.40,205.14,UPI,13,46,149,1,,,0,1248,32,38,0.690,0.081,0.427,1,0
BK0010792,20250716,2025-07-16 08:30:44,6329,143,13,2,Phone,Completed,4300.00,4300.00,0.00,22.0,946.00,1671.12,UPI,9,12,287,1,4,Positive,0,3787,51,54,0.608,0.018,0.550,1,0
BK0010793,20250716,2025-07-16 08:33:28,6330,124,35,10,Web,Completed,670.00,630.00,40.00,20.0,126.00,212.30,NetBanking,15,47,54,1,,,0,728,59,36,0.679,0.089,0.187,1,0
BK0010794,20250716,2025-07-16 08:42:22,6331,208,36,19,Web,Completed,1190.00,980.00,210.00,20.0,196.00,307.98,Cash,6,27,66,1,,,0,1414,77,81,0.536,0.048,0.292,0,0
BK0010795,20250716,2025-07-16 08:46:39,5724,541,3,9,App,Completed,1060.00,970.00,90.00,18.0,174.60,227.18,Card,20,50,82,1,4,Positive,1,1046,42,60,0.657,0.065,0.231,1,0
BK0010796,20250716,2025-07-16 09:23:16,2449,494,7,6,App,CancelledByCustomer,35920.00,0.00,4210.00,15.0,0.00,0.00,UPI,6,39,,,,,1,38788,69,,0.524,0.145,0.403,,
BK0010797,20250716,2025-07-16 09:37:31,6332,124,36,16,Web,Completed,1440.00,1440.00,0.00,20.0,288.00,497.12,Cash,10,23,91,1,4,Positive,0,1461,73,89,0.776,0.119,0.502,1,1
BK0010798,20250716,2025-07-16 09:44:03,6333,493,32,3,App,CancelledByPro,4240.00,0.00,0.00,21.0,0.00,0.00,UPI,15,39,,,,,0,3387,100,,0.701,0.092,0.757,,
BK0010799,20250716,2025-07-16 09:59:14,2684,496,18,16,App,Completed,530.00,500.00,30.00,20.0,100.00,79.72,UPI,11,17,67,0,,,1,491,95,107,0.802,0.140,0.392,1,0
BK0010800,20250716,2025-07-16 10:00:48,914,381,14,18,Web,Completed,960.00,900.00,60.00,22.0,198.00,82.51,UPI,12,26,60,0,,,1,951,125,104,0.694,0.065,0.193,1,0
BK0010801,20250716,2025-07-16 10:06:14,5206,13,14,2,App,Completed,1390.00,1390.00,0.00,22.0,305.80,162.80,UPI,4,16,78,1,5,Positive,1,1471,60,52,0.583,0.075,0.478,1,0
BK0010802,20250716,2025-07-16 10:07:35,6334,393,14,1,App,Completed,1320.00,1190.00,130.00,22.0,261.80,132.33,Card,6,34,70,0,1,Negative,0,1293,115,133,0.594,0.158,0.064,1,0
BK0010803,20250716,2025-07-16 10:08:06,2747,720,14,8,Phone,CancelledByCustomer,790.00,0.00,130.00,22.0,0.00,0.00,Card,5,23,,,,,1,856,64,,0.758,0.073,0.249,,
BK0010804,20250716,2025-07-16 10:22:29,6335,381,11,14,Web,Completed,1010.00,820.00,190.00,22.0,180.40,203.98,Card,5,32,89,1,,,0,1053,46,45,0.800,0.141,0.296,1,0
BK0010805,20250716,2025-07-16 10:26:52,3514,770,21,7,App,Completed,510.00,510.00,0.00,19.0,96.90,67.18,Card,11,36,68,0,3,Neutral,1,536,95,104,0.628,0.023,0.439,0,0
BK0010806,20250716,2025-07-16 10:34:53,6336,427,21,2,WhatsApp,Completed,740.00,660.00,80.00,19.0,125.40,84.92,NetBanking,7,42,63,1,,,0,861,69,76,0.671,0.065,0.231,1,0
BK0010807,20250716,2025-07-16 10:35:59,2960,381,14,14,WhatsApp,Completed,1270.00,1270.00,0.00,22.0,279.40,151.82,UPI,9,23,77,1,,,1,1226,56,47,0.829,0.026,0.228,1,0
BK0010808,20250716,2025-07-16 10:58:03,265,33,25,4,App,Completed,5750.00,6150.00,630.00,22.0,1353.00,987.43,Cash,6,12,373,0,3,Neutral,1,5383,99,145,0.916,0.025,0.455,1,0
BK0010809,20250716,2025-07-16 11:00:55,4794,494,10,6,App,Completed,6600.00,5700.00,900.00,15.0,855.00,1972.72,UPI,8,27,437,1,3,Neutral,1,7171,47,46,0.671,0.095,0.451,1,0
BK0010810,20250716,2025-07-16 11:25:27,6337,195,31,3,App,Completed,1290.00,1210.00,80.00,21.0,254.10,350.52,UPI,30,22,84,1,5,Positive,0,1405,26,38,0.796,0.020,0.562,1,0
BK0010811,20250716,2025-07-16 11:32:58,3902,632,11,6,Web,Completed,730.00,640.00,90.00,19.0,121.60,129.30,UPI,6,18,64,0,4,Positive,1,612,117,124,0.747,0.008,0.368,1,0
BK0010812,20250716,2025-07-16 11:36:02,6338,468,22,10,Web,Completed,1310.00,1240.00,70.00,19.0,235.60,286.13,UPI,13,37,130,0,,,0,1402,93,98,0.667,0.054,0.138,1,0
BK0010813,20250716,2025-07-16 11:47:35,3641,375,27,17,App,Completed,2270.00,2270.00,0.00,22.0,499.40,319.80,Card,18,26,220,1,,,1,1961,54,68,0.829,0.044,0.289,1,0
BK0010814,20250716,2025-07-16 11:48:18,6339,535,11,17,Web,Completed,720.00,610.00,110.00,22.0,134.20,142.42,Cash,5,32,62,1,5,Positive,0,691,83,74,0.741,0.662,0.563,1,0
BK0010815,20250716,2025-07-16 12:11:16,326,801,11,15,App,Completed,860.00,720.00,140.00,22.0,158.40,157.41,UPI,6,22,50,1,4,Positive,1,781,50,58,0.739,0.028,0.502,1,0
BK0010816,20250716,2025-07-16 12:11:29,6340,674,34,12,App,Completed,1050.00,850.00,200.00,20.0,170.00,318.49,UPI,7,13,94,1,,,0,1062,53,63,0.773,0.014,0.328,1,0
BK0010817,20250716,2025-07-16 12:13:07,6341,284,22,15,App,Completed,2010.00,2010.00,0.00,19.0,381.90,550.98,UPI,8,16,145,1,4,Positive,0,1991,43,42,0.585,0.037,0.010,1,0
BK0010818,20250716,2025-07-16 12:22:09,6342,427,22,1,Phone,NoShow,1990.00,0.00,0.00,19.0,0.00,0.00,Cash,13,33,,,,,0,1860,75,,0.750,0.155,0.310,,
BK0010819,20250716,2025-07-16 12:40:37,4974,544,13,10,App,Completed,2700.00,2500.00,200.00,22.0,550.00,861.46,UPI,6,29,210,1,3,Neutral,1,3013,81,73,0.701,0.014,0.339,1,0
BK0010820,20250716,2025-07-16 12:47:42,4346,655,33,5,App,Completed,1530.00,1530.00,0.00,20.0,306.00,483.08,UPI,19,20,86,1,,,1,1752,67,74,0.728,0.033,0.597,1,0
BK0010821,20250716,2025-07-16 14:05:13,6343,484,20,14,Phone,Completed,700.00,570.00,130.00,20.0,114.00,128.28,Wallet,5,28,51,1,,,0,650,55,55,0.777,0.102,0.611,1,0
BK0010822,20250716,2025-07-16 14:56:59,3958,164,27,5,App,Completed,1270.00,1270.00,0.00,19.0,241.30,187.26,UPI,10,36,165,1,5,Positive,1,1268,31,21,0.719,0.063,0.287,1,0
BK0010823,20250716,2025-07-16 15:25:58,5069,10,36,8,App,Completed,1140.00,1230.00,130.00,17.0,209.10,323.34,NetBanking,6,18,94,1,5,Positive,1,1226,63,55,0.724,0.008,0.133,0,0
BK0010824,20250716,2025-07-16 15:33:55,6344,490,12,3,App,Completed,610.00,610.00,0.00,22.0,134.20,112.36,UPI,13,17,35,1,,,0,664,39,18,0.776,0.034,0.407,1,0
BK0010825,20250716,2025-07-16 15:46:26,3558,484,20,9,WhatsApp,Completed,740.00,740.00,0.00,17.0,125.80,150.14,Cash,3,13,68,1,4,Positive,1,688,70,76,0.863,0.011,0.376,0,1
BK0010826,20250716,2025-07-16 15:52:42,6345,447,18,3,App,Completed,550.00,520.00,30.00,20.0,104.00,95.23,UPI,17,22,41,1,5,Positive,0,464,66,66,0.729,0.042,0.439,1,0
BK0010827,20250716,2025-07-16 16:04:52,6346,701,26,3,App,Completed,1420.00,1420.00,0.00,22.0,312.40,171.13,Card,7,23,108,1,,,0,1444,59,59,0.908,0.100,0.208,1,0
BK0010828,20250716,2025-07-16 16:08:13,509,221,12,13,App,Completed,590.00,590.00,0.00,22.0,129.80,100.83,UPI,5,17,38,0,3,Neutral,1,577,131,147,0.797,0.039,0.275,1,0
BK0010829,20250716,2025-07-16 16:14:04,6347,376,12,7,Web,Completed,550.00,490.00,60.00,22.0,107.80,97.08,UPI,8,32,45,1,5,Positive,0,486,55,70,0.607,0.029,0.169,1,0
BK0010830,20250716,2025-07-16 17:09:41,6348,484,18,3,WhatsApp,Completed,710.00,580.00,130.00,20.0,116.00,79.43,Card,10,28,50,0,4,Positive,0,740,75,94,0.902,0.059,0.521,1,0
BK0010831,20250716,2025-07-16 17:28:10,567,850,18,7,App,CancelledByPro,590.00,0.00,60.00,20.0,0.00,0.00,UPI,5,14,,,,,1,546,45,,0.795,0.036,0.188,,
BK0010832,20250716,2025-07-16 17:42:34,2144,484,15,1,App,Completed,1470.00,1470.00,0.00,22.0,323.40,150.16,UPI,6,48,132,1,5,Positive,1,1166,67,64,0.872,0.071,0.199,1,0
BK0010833,20250716,2025-07-16 17:51:31,13,201,20,1,Web,Completed,860.00,750.00,110.00,20.0,150.00,164.67,UPI,4,25,70,1,4,Positive,1,997,65,55,0.860,0.146,0.351,1,0
BK0010834,20250716,2025-07-16 18:03:39,6349,124,33,1,App,Rescheduled,1130.00,0.00,130.00,20.0,0.00,0.00,UPI,7,22,,,,,0,1103,68,,0.796,0.015,0.576,,
BK0010835,20250716,2025-07-16 18:10:27,1938,81,5,9,App,Completed,680.00,680.00,0.00,18.0,122.40,83.53,Cash,29,21,81,1,5,Positive,1,680,85,87,0.835,0.004,0.291,1,0
BK0010836,20250716,2025-07-16 18:12:41,6350,794,3,12,App,Completed,940.00,950.00,150.00,15.0,142.50,285.73,UPI,6,35,118,1,4,Positive,0,963,55,60,0.830,0.082,0.072,1,0
BK0010837,20250716,2025-07-16 18:21:48,6351,359,21,4,Web,Completed,630.00,650.00,60.00,19.0,123.50,77.43,Wallet,8,45,52,1,5,Positive,0,679,48,44,0.788,0.064,0.652,1,0
BK0010838,20250716,2025-07-16 18:26:06,1921,628,22,1,App,Completed,2220.00,2220.00,0.00,19.0,421.80,616.02,UPI,7,13,99,0,,,1,2711,112,112,0.551,0.149,0.312,1,0
BK0010839,20250716,2025-07-16 18:27:23,4067,796,12,12,App,Completed,430.00,400.00,30.00,19.0,76.00,60.56,NetBanking,6,10,54,1,5,Positive,1,510,84,81,0.711,0.071,0.117,0,0
BK0010840,20250716,2025-07-16 18:51:12,6352,700,15,10,App,Completed,1250.00,1060.00,190.00,22.0,233.20,98.67,UPI,8,13,144,1,5,Positive,0,1251,67,55,0.874,0.041,0.483,1,0
BK0010841,20250716,2025-07-16 18:52:09,6353,731,14,8,Phone,Rescheduled,1250.00,0.00,0.00,22.0,0.00,0.00,Cash,4,22,,,,,0,1436,74,,0.714,0.087,0.276,,
BK0010842,20250716,2025-07-16 19:00:53,6354,700,9,17,Web,Completed,15550.00,16050.00,1470.00,15.0,2407.50,8493.96,UPI,8,21,756,1,4,Positive,0,18065,55,70,0.765,0.054,0.489,1,0
BK0010843,20250716,2025-07-16 19:06:02,356,351,10,4,App,Completed,5260.00,4340.00,920.00,15.0,651.00,1498.10,UPI,12,11,425,0,,,1,4754,113,111,0.733,0.038,0.034,1,0
BK0010844,20250716,2025-07-16 19:48:35,6355,678,17,15,App,Completed,1060.00,1060.00,0.00,20.0,212.00,401.99,NetBanking,12,16,152,1,,,0,1039,60,44,0.725,0.025,0.477,1,0
BK0010845,20250716,2025-07-16 19:51:52,6356,850,17,7,Web,Completed,1660.00,1660.00,0.00,20.0,332.00,568.58,Card,15,10,70,1,,,0,1734,47,43,0.775,0.075,0.193,1,0
BK0010846,20250716,2025-07-16 20:10:23,6357,777,35,6,Phone,Completed,850.00,850.00,0.00,20.0,170.00,334.29,Cash,10,16,64,0,,,0,961,109,114,0.622,0.006,0.335,1,0
BK0010847,20250716,2025-07-16 20:43:38,2639,579,22,5,App,CancelledByPro,2390.00,0.00,470.00,19.0,0.00,0.00,Card,5,15,,,,,1,2177,86,,0.630,0.092,0.270,,
BK0010848,20250716,2025-07-16 20:47:31,6358,490,12,6,App,Completed,400.00,400.00,0.00,22.0,88.00,68.56,Wallet,4,11,51,1,,,0,402,56,78,0.914,0.106,0.461,1,0
BK0010849,20250716,2025-07-16 20:56:49,6359,817,22,18,WhatsApp,Completed,1390.00,1390.00,0.00,19.0,264.10,322.31,Card,6,17,187,1,5,Positive,0,1137,59,73,0.982,0.122,0.408,1,0
BK0010850,20250716,2025-07-16 21:17:59,6360,655,34,3,Web,Completed,1550.00,1380.00,170.00,20.0,276.00,375.23,UPI,11,21,64,1,,,0,1377,53,50,0.836,0.080,0.489,1,0
BK0010851,20250716,2025-07-16 21:49:23,1943,691,27,19,App,Completed,1740.00,1470.00,270.00,22.0,323.40,230.28,Card,21,32,229,1,,,1,2014,65,78,0.765,0.106,0.246,1,0
BK0010852,20250717,2025-07-17 02:48:26,6361,199,16,5,App,Completed,920.00,920.00,0.00,20.0,184.00,179.70,UPI,2,12,69,1,5,Positive,0,892,55,38,0.830,0.014,0.369,1,0
BK0010853,20250717,2025-07-17 08:40:08,108,427,24,11,App,Completed,2470.00,2300.00,170.00,19.0,437.00,839.12,Cash,3,16,133,1,,,1,2105,69,77,0.742,0.048,0.270,1,0
BK0010854,20250717,2025-07-17 08:44:05,1242,841,14,6,WhatsApp,Completed,1140.00,1140.00,0.00,22.0,250.80,138.54,Cash,8,37,94,1,,,1,1143,57,63,0.617,0.008,0.405,1,0
BK0010855,20250717,2025-07-17 09:06:14,5288,187,26,11,Phone,CancelledByCustomer,1480.00,0.00,0.00,22.0,0.00,0.00,Cash,10,42,,,,,1,1343,73,,0.739,0.091,0.088,,
BK0010856,20250717,2025-07-17 09:10:49,5905,690,21,2,WhatsApp,Completed,620.00,560.00,60.00,19.0,106.40,63.51,UPI,3,41,41,1,4,Positive,1,612,52,46,0.613,0.018,0.203,1,0
BK0010857,20250717,2025-07-17 09:20:52,6362,387,28,13,Web,Completed,1340.00,1340.00,0.00,22.0,294.80,281.08,UPI,7,40,164,1,5,Positive,0,1356,18,38,0.770,0.081,0.298,1,0
BK0010858,20250717,2025-07-17 09:24:18,3641,381,11,17,Web,CancelledByCustomer,960.00,0.00,0.00,22.0,0.00,0.00,UPI,9,16,,,,,1,1013,64,,0.921,0.031,0.273,,
BK0010859,20250717,2025-07-17 09:35:15,6363,695,5,4,App,Completed,880.00,730.00,150.00,18.0,131.40,87.57,NetBanking,6,40,119,1,5,Positive,0,929,58,66,0.809,0.132,0.478,1,0
BK0010860,20250717,2025-07-17 10:02:51,5586,381,11,14,App,NoShow,900.00,0.00,0.00,22.0,0.00,0.00,Cash,3,12,,,,,1,1012,74,,0.767,0.009,0.151,,
BK0010861,20250717,2025-07-17 10:10:29,6364,109,30,12,App,Completed,5310.00,4320.00,990.00,21.0,907.20,1678.70,Cash,11,17,299,1,5,Positive,0,6435,74,75,0.545,0.022,0.454,1,0
BK0010862,20250717,2025-07-17 10:15:22,6365,810,36,19,Web,Completed,1060.00,1060.00,0.00,20.0,212.00,256.02,UPI,7,30,72,1,5,Positive,0,919,71,55,0.841,0.768,0.480,1,0
BK0010863,20250717,2025-07-17 10:16:34,6366,381,11,17,Web,Completed,850.00,790.00,60.00,19.0,150.10,145.50,UPI,12,18,67,1,5,Positive,0,942,58,66,0.807,0.109,0.574,1,0
BK0010864,20250717,2025-07-17 10:23:22,6367,239,14,11,App,CancelledByPro,1030.00,0.00,90.00,19.0,0.00,0.00,Wallet,6,21,,,,,0,946,50,,0.896,0.063,0.010,,
BK0010865,20250717,2025-07-17 10:28:21,6368,539,14,1,App,Completed,1410.00,1410.00,0.00,22.0,310.20,147.37,UPI,2,57,79,0,3,Neutral,0,1390,98,95,0.681,0.074,0.408,1,0
BK0010866,20250717,2025-07-17 10:41:52,6369,387,27,8,Web,Completed,1650.00,1540.00,260.00,22.0,338.80,225.74,UPI,21,20,190,1,5,Positive,0,1781,51,35,0.720,0.078,0.293,1,0
BK0010867,20250717,2025-07-17 10:42:11,3998,687,29,2,Web,Completed,2410.00,2190.00,220.00,21.0,459.90,637.64,UPI,6,26,79,1,3,Neutral,1,2068,40,35,0.894,0.061,0.570,0,0
BK0010868,20250717,2025-07-17 10:47:17,5224,850,17,7,Web,Completed,1570.00,1470.00,100.00,20.0,294.00,441.34,UPI,17,50,118,1,5,Positive,1,1287,53,61,0.738,0.079,0.516,1,0
BK0010869,20250717,2025-07-17 10:51:05,6370,841,12,11,Web,Completed,360.00,360.00,0.00,22.0,79.20,61.43,Wallet,11,46,43,0,4,Positive,0,396,90,103,0.811,0.081,0.115,1,0
BK0010870,20250717,2025-07-17 10:54:27,6371,208,34,1,Web,Completed,1860.00,1750.00,110.00,20.0,350.00,569.07,UPI,11,22,95,1,5,Positive,0,1641,48,59,0.676,0.150,0.504,1,0
BK0010871,20250717,2025-07-17 10:55:55,5171,387,5,1,Phone,Completed,1040.00,1040.00,0.00,18.0,187.20,107.30,Cash,4,19,72,1,,,1,1215,35,56,0.886,0.035,0.544,1,0
BK0010872,20250717,2025-07-17 11:17:00,6372,771,9,9,Web,Completed,14930.00,12410.00,2520.00,15.0,1861.50,5610.45,Cash,6,27,502,1,,,0,13812,64,73,0.680,0.083,0.359,1,0
BK0010873,20250717,2025-07-17 11:23:40,6061,769,11,9,Web,Completed,820.00,660.00,160.00,19.0,125.40,118.82,UPI,6,38,55,1,5,Positive,1,793,76,60,0.910,0.004,0.232,1,0
BK0010874,20250717,2025-07-17 11:30:31,6373,407,11,4,WhatsApp,Completed,1250.00,1340.00,100.00,22.0,294.80,249.69,UPI,7,22,50,0,4,Positive,0,1354,142,147,0.835,0.078,0.047,1,0
BK0010875,20250717,2025-07-17 11:30:44,6374,187,25,4,Web,Completed,6520.00,5610.00,910.00,22.0,1234.20,708.67,Card,7,35,412,1,,,0,6466,41,42,0.780,0.009,0.241,1,0
BK0010876,20250717,2025-07-17 11:37:04,3257,576,30,7,App,Completed,8910.00,7900.00,1010.00,18.0,1422.00,3814.77,UPI,18,41,337,1,,,1,8952,61,71,0.760,0.061,0.218,1,0
BK0010877,20250717,2025-07-17 11:37:42,4384,236,28,10,App,Completed,2130.00,2000.00,130.00,22.0,440.00,308.90,UPI,8,15,195,0,3,Neutral,1,2541,158,151,0.582,0.069,0.585,1,0
BK0010878,20250717,2025-07-17 11:44:36,6375,383,29,10,App,Completed,1810.00,1550.00,260.00,21.0,325.50,422.75,Card,16,32,81,1,5,Positive,0,1858,58,64,0.754,0.096,0.245,1,0
BK0010879,20250717,2025-07-17 11:49:57,6376,687,31,2,App,Completed,1790.00,1550.00,240.00,21.0,325.50,396.52,UPI,8,60,53,1,5,Positive,0,1992,52,55,0.851,0.032,0.318,1,0
BK0010880,20250717,2025-07-17 12:21:08,4458,347,32,7,App,CancelledByCustomer,4150.00,0.00,0.00,21.0,0.00,0.00,Cash,10,30,,,,,1,4031,50,,0.870,0.066,0.615,,
BK0010881,20250717,2025-07-17 12:26:58,5672,220,36,1,Phone,Completed,1150.00,940.00,210.00,20.0,188.00,263.49,UPI,6,21,106,1,4,Positive,1,998,69,71,0.681,0.065,0.266,0,0
BK0010882,20250717,2025-07-17 13:13:39,164,542,33,6,WhatsApp,Completed,1030.00,1030.00,0.00,20.0,206.00,370.28,UPI,4,28,76,1,5,Positive,1,987,55,50,0.712,0.097,0.359,1,0
BK0010883,20250717,2025-07-17 13:25:55,6377,808,26,5,App,Completed,1240.00,1240.00,0.00,22.0,272.80,131.50,UPI,15,31,103,1,3,Neutral,0,1364,56,54,0.746,0.066,0.602,0,0
BK0010884,20250717,2025-07-17 13:51:29,1043,539,14,1,WhatsApp,Completed,940.00,940.00,0.00,22.0,206.80,119.45,Cash,11,32,49,1,4,Positive,1,1130,46,47,0.716,0.111,0.382,1,0
BK0010885,20250717,2025-07-17 14:07:52,302,239,11,14,Phone,Completed,930.00,930.00,0.00,22.0,204.60,159.55,NetBanking,10,25,43,1,,,1,904,63,54,0.814,0.085,0.239,1,0
BK0010886,20250717,2025-07-17 14:10:06,5235,552,31,2,Phone,Completed,1910.00,1910.00,0.00,21.0,401.10,623.63,Cash,9,23,64,1,,,1,1599,27,38,0.811,0.040,0.165,1,0
BK0010887,20250717,2025-07-17 14:11:55,4521,542,35,16,Web,Completed,1020.00,1020.00,0.00,20.0,204.00,261.28,UPI,6,16,65,0,3,Neutral,1,973,119,128,0.803,0.100,0.451,1,0
BK0010888,20250717,2025-07-17 14:12:16,6378,383,32,3,App,Completed,3740.00,3050.00,690.00,18.0,549.00,1108.42,UPI,8,38,139,1,4,Positive,0,3649,76,68,0.775,0.034,0.622,1,0
BK0010889,20250717,2025-07-17 15:31:46,6379,60,21,6,App,Completed,640.00,640.00,0.00,19.0,121.60,88.54,UPI,4,12,64,0,,,0,580,68,97,0.640,0.070,0.319,1,0
BK0010890,20250717,2025-07-17 15:32:30,6380,499,5,13,Web,Completed,860.00,860.00,0.00,18.0,154.80,114.59,Card,12,22,87,1,5,Positive,0,837,36,46,0.736,0.136,0.546,1,0
BK0010891,20250717,2025-07-17 15:37:44,3159,512,1,6,Web,Completed,610.00,610.00,0.00,18.0,109.80,129.68,UPI,4,31,107,1,4,Positive,1,629,86,60,0.772,0.057,0.306,1,0
BK0010892,20250717,2025-07-17 16:20:10,6381,347,29,11,WhatsApp,Completed,1600.00,1550.00,170.00,21.0,325.50,432.27,Card,17,37,96,1,,,0,1480,58,50,0.836,0.015,0.570,1,1
BK0010893,20250717,2025-07-17 16:32:34,6382,687,31,1,App,NoShow,1690.00,0.00,110.00,21.0,0.00,0.00,UPI,10,23,,,,,0,1382,38,,0.932,0.031,0.535,,
BK0010894,20250717,2025-07-17 16:48:26,3078,612,35,5,Web,Completed,870.00,780.00,90.00,20.0,156.00,270.19,UPI,5,33,65,1,,,1,839,35,53,0.797,0.112,0.308,1,0
BK0010895,20250717,2025-07-17 16:57:11,6383,771,10,8,App,Completed,5000.00,5000.00,0.00,15.0,750.00,2301.89,UPI,17,14,284,1,5,Positive,0,5011,73,75,0.934,0.076,0.434,1,0
BK0010896,20250717,2025-07-17 17:02:19,6384,221,14,7,Phone,Completed,1270.00,1150.00,120.00,22.0,253.00,142.81,Card,7,33,51,1,4,Positive,0,1296,57,59,0.660,0.061,0.639,1,0
BK0010897,20250717,2025-07-17 17:07:10,3269,283,9,11,App,Completed,14840.00,14800.00,2350.00,15.0,2220.00,8021.06,UPI,25,20,831,1,4,Positive,1,15472,80,76,0.888,0.034,0.344,0,1
BK0010898,20250717,2025-07-17 17:24:59,6385,383,29,13,Web,Completed,2160.00,2160.00,0.00,21.0,453.60,615.21,UPI,15,15,118,1,,,0,1992,63,56,0.754,0.016,0.475,1,0
BK0010899,20250717,2025-07-17 17:30:49,6036,761,28,2,WhatsApp,Rescheduled,1800.00,0.00,170.00,22.0,0.00,0.00,UPI,15,25,,,,,1,1412,47,,0.556,0.744,0.551,,
BK0010900,20250717,2025-07-17 18:12:37,6386,53,21,3,WhatsApp,Completed,870.00,870.00,0.00,19.0,165.30,123.12,Cash,27,26,63,1,5,Positive,0,877,97,88,0.819,0.006,0.489,1,0
BK0010901,20250717,2025-07-17 18:18:38,6387,119,30,5,Phone,Completed,6020.00,6020.00,0.00,21.0,1264.20,2649.29,UPI,22,14,339,0,4,Positive,0,7706,90,100,0.639,0.113,0.409,1,0
BK0010902,20250717,2025-07-17 18:22:03,1754,618,21,1,App,Completed,770.00,640.00,130.00,19.0,121.60,76.31,Wallet,9,69,73,1,4,Positive,1,1062,34,40,0.610,0.047,0.206,1,0
BK0010903,20250717,2025-07-17 18:47:10,6388,689,20,11,WhatsApp,Completed,870.00,870.00,0.00,20.0,174.00,192.10,UPI,9,27,61,1,4,Positive,0,996,41,49,0.776,0.068,0.424,0,1
BK0010904,20250717,2025-07-17 18:58:31,6389,239,15,6,Phone,Completed,1630.00,1640.00,250.00,22.0,360.80,161.32,UPI,7,36,102,1,4,Positive,0,1414,44,37,0.857,0.083,0.330,1,0
BK0010905,20250717,2025-07-17 19:54:10,4964,387,27,8,App,Completed,1890.00,1890.00,0.00,22.0,415.80,205.12,UPI,6,18,152,0,4,Positive,1,1715,165,167,0.880,0.023,0.438,1,0
BK0010906,20250717,2025-07-17 19:54:35,6390,381,13,15,Web,Completed,4110.00,3420.00,690.00,22.0,752.40,1432.43,UPI,18,15,178,1,5,Positive,0,3558,23,23,0.836,0.146,0.485,1,0
